head,tail,expected_relation,predicted_relation
10435988,1507143,derivationally related form,derivationally related form
7712559,7712382,hypernym,member of domain
13412321,1001857,derivationally related form,hypernym
2594552,2594250,hypernym,member of domain region
7311115,1835496,derivationally related form,hypernym
8394423,8191230,hypernym,hypernym
2244963,1759182,hypernym,member of domain region
7182744,7183151,hypernym,similar to
2932891,1844653,derivationally related form,member of domain usage
652659,633864,hypernym,hypernym
5459953,14867858,hypernym,member meronym
3270165,4304375,has part,has part
553362,1103836,derivationally related form,hypernym
475647,252430,derivationally related form,member of domain usage
67274,9860940,derivationally related form,hypernym
514396,1387786,derivationally related form,derivationally related form
2087156,2077656,hypernym,member of domain usage
518653,313987,hypernym,similar to
369138,2028994,derivationally related form,Derivationally related form
7443010,1521124,derivationally related form,member of domain usage
2329883,4322026,derivationally related form,has part
7269916,6806469,hypernym,member of domain usage
768353,766234,hypernym,hypernym
11746776,12486732,member meronym,member of domain
6295235,3825080,member of domain usage,similar to
1798100,1770501,hypernym,member meronym
1471682,5563034,has part,member meronym
1505254,2098458,verb group,hypernym
1409065,1387617,hypernym,hypernym
1835496,1992503,also see,derivationally related form
14476205,14475405,hypernym,hypernym
1421622,1296462,hypernym,hypernym
2046755,343249,derivationally related form,member of domain usage
1400856,1400044,hypernym,member of domain usage
931847,1644746,derivationally related form,member of verb group
8860123,504844,member of domain region,hypernym
667424,666886,hypernym,synset domain topic of
7184735,774056,derivationally related form,hypernym
783042,782527,hypernym,derivationally related form
2120140,14361664,derivationally related form,member of domain usage
2072673,1992503,hypernym,Derivationally related form
8720481,9341673,has part,member meronym
4695176,286605,derivationally related form,synset domain topic of
10207514,10305802,hypernym,hypernym
339085,358089,derivationally related form,member of domain usage
4643221,4623612,hypernym,Hypernym
2646757,13253751,derivationally related form,hypernym
1543998,1543123,verb group,hypernym
3258730,3121897,hypernym,hypernym
8775597,8574314,instance hypernym,member of domain region
6213688,9755398,derivationally related form,hypernym
1292534,1354673,hypernym,member of domain usage
1521367,10016954,derivationally related form,hypernym
11864602,11866078,member meronym,member of domain region
13096317,13095685,hypernym,member of domain region
8774073,8524735,instance hypernym,hypernym
2156532,5559908,hypernym,member meronym
11804082,11804604,member meronym,hypernym
1896478,921014,also see,synset domain
12339319,11567411,hypernym,synset domain topic of
7939159,31264,hypernym,member meronym.
7270179,508032,derivationally related form,has part
3002351,13523661,derivationally related form,hypernym
12283981,12285512,member meronym,member of domain region
1342124,3829563,derivationally related form,has part
852685,851933,hypernym,hypernym
5902545,5898568,hypernym,hypernym
1821727,1821869,member meronym,member of domain usage
13659419,13659162,has part,member of domain usage
4633197,4632157,hypernym,hypernym
7498854,7497473,hypernym,similar to
10728998,2530167,derivationally related form,Derivationally related form
606370,1658762,derivationally related form,hypernym
5967191,5943300,hypernym,hypernym
6845599,4011409,member of domain usage,derivationally related form
139919,469651,synset domain topic of,hypernym
8731606,8716738,has part,member meronym
7233996,865958,derivationally related form,hypernym
9615807,710005,derivationally related form,hypernym
14636523,14622893,hypernym,hypernym
5983217,5982152,hypernym,hypernym
6122178,6115476,hypernym,hypernym
5697976,688377,derivationally related form,hypernym
14780267,237877,derivationally related form,hypernym
618451,4743024,derivationally related form,member of domain usage
11911274,12167749,member meronym,member of domain region
10127273,10287213,hypernym,Hypernym
2471467,2472012,member meronym,hypernym
8801546,9032191,instance hypernym,member of domain region
6917083,3108623,derivationally related form,hypernym
692143,7500414,derivationally related form,hypernym
2298160,8424951,derivationally related form,member of domain topic of
80169,78760,hypernym,member meronym
2942699,3340723,has part,member of domain usage
1867295,1627355,derivationally related form,hypernym
369399,1387786,derivationally related form,member of domain usage
11944196,13085113,hypernym,hypernym
2470175,2469835,hypernym,member of domain usage
1542207,10587378,derivationally related form,hypernym
734927,15159583,derivationally related form,hypernym
8821578,8821187,has part,member of domain region.
7208708,7208338,hypernym,hypernym
2873623,2944826,hypernym,hypernym
2299924,2298632,hypernym,hypernym
1021794,903559,synset domain topic of,similar to
313987,126264,hypernym,hypernym
14724025,14723079,hypernym,hypernym
7221094,6598915,hypernym,member of domain topic of
8617963,8664443,hypernym,member of domain region
8414807,625963,derivationally related form,Hypernym
2397529,2394477,hypernym,member of domain region
9634494,7846,hypernym,hypernym
9877587,2326355,derivationally related form,hypernym
9679708,9678009,hypernym,instance hypernym
845178,13440063,hypernym,similar to
12423565,12465796,member meronym,member of domain
11719468,11735822,member meronym,hypernym
1190277,9782167,derivationally related form,hypernym
5461179,5238282,has part,member meronym
5794403,5793000,hypernym,Hypernym
7916970,7885223,hypernym,hypernym
12358293,7822323,has part,instance hypernym
1024190,6763681,derivationally related form,member meronym
7350401,1892608,derivationally related form,hypernym
6888345,2139883,derivationally related form,hypernym
4760296,4761517,hypernym,hypernym
2535909,2536456,member meronym,hypernym
417001,3118539,derivationally related form,hypernym
808191,808614,similar to,member of domain usage
7032753,7071942,synset domain topic of,hypernym
4038109,4037625,hypernym,hypernym
1232298,7538395,derivationally related form,instance hypernym
2371811,2367363,hypernym,Hypernym
2642610,2641957,hypernym,Derivationally related form
7526505,7526338,hypernym,hypernym
356199,351638,hypernym,hypernym
8912703,8524735,instance hypernym,member of domain region
229026,14836960,derivationally related form,member of domain usage
2503803,2501738,hypernym,Derivationally related form
15124545,15124713,has part,instance hypernym
73343,13473097,derivationally related form,member meronym
1292928,956485,instance hypernym,member of domain region
13617308,922327,synset domain topic of,member of domain usage
1551871,937656,derivationally related form,Member of a synset domain region
264776,251809,also see,member of domain usage
8704822,8705251,has part,member meronym
667747,10510546,derivationally related form,hypernym
7275489,7274425,hypernym,hypernym
12633386,12633638,member meronym,Hypernym
2916350,4008634,hypernym,Member meronym.
2575766,2576223,member meronym,Hypernym
4636610,4636397,hypernym,similar to
914421,1837744,also see,member of domain usage
390735,1700326,derivationally related form,instance hypernym
12200315,12200504,member meronym,instance hypernym
4072193,299341,derivationally related form,member of domain usage
11727976,11571907,hypernym,member of domain region.
5554405,5554189,hypernym,member of domain usage
12056217,12041446,hypernym,member of domain usage
661091,10707233,derivationally related form,hypernym
14526182,2134350,derivationally related form,hypernym
10014939,2443049,derivationally related form,hypernym
10617193,10642151,hypernym,hypernym
2052675,15287830,derivationally related form,member of domain usage
8438533,8439476,member meronym,member meronym
572186,126264,hypernym,member of domain usage
2568884,10626194,derivationally related form,instance hypernym
543410,13464820,derivationally related form,instance hypernym
4076846,3129123,hypernym,member of domain region
1702154,9784564,derivationally related form,member of domain region
5623181,306314,derivationally related form,hypernym
3484083,3485997,has part,member meronym
1679669,7672421,derivationally related form,member meronym
8188449,9920901,member meronym,member meronym
4955160,1245637,derivationally related form,Derivationally related form
13439390,13526110,hypernym,hypernym
2120692,2128120,member meronym,member of domain region
2453321,2452885,hypernym,member of domain topic of
559102,10056103,derivationally related form,similar to
19613,13809207,hypernym,member meronym
8230219,8227214,hypernym,hypernym
6778925,6778102,hypernym,hypernym
7400361,2188587,derivationally related form,derivationally related form
9223725,9257949,hypernym,member meronym
3592245,3111690,hypernym,hypernym
1560984,7313814,derivationally related form,hypernym
4568298,3178782,hypernym,member of synset domain region
3566329,3700963,hypernym,hypernym
8945821,8698379,instance hypernym,member of domain region
8879388,8524735,instance hypernym,hypernym
81671,262792,also see,Hypernym
793271,8479615,derivationally related form,member meronym
13384164,13281275,hypernym,hypernym
1944466,1974062,hypernym,member of domain usage
7289588,925490,derivationally related form,hypernym
853195,7215568,derivationally related form,hypernym
4425262,3713736,hypernym,Hypernym
6877742,34758,derivationally related form,Similar to
582145,4631700,derivationally related form,derivationally related form
14526764,2363358,derivationally related form,hypernym
947857,634586,derivationally related form,member of domain usage
687295,9779124,derivationally related form,hypernym
1424607,1425076,member meronym,has part
849788,6780069,derivationally related form,hypernym
4475,4258,hypernym,member of domain region
1380122,367976,derivationally related form,hypernym
10466198,901103,derivationally related form,hypernym
565279,109660,hypernym,hypernym
11743772,11743294,hypernym,hypernym
7154330,2937108,derivationally related form,hypernym
2566528,9633969,derivationally related form,hypernym
277811,216216,derivationally related form,Derivationally related form
346991,1754421,also see,hypernym
3051540,52374,derivationally related form,member meronym
1530431,5582859,derivationally related form,hypernym
8208016,8008335,hypernym,hypernym
5159495,5159225,hypernym,member of domain usage
1672168,4568713,derivationally related form,member of domain usage
10175725,9977660,hypernym,hypernym
3040974,1392380,derivationally related form,hypernym
1193099,759186,derivationally related form,hypernym
3070193,2670382,hypernym,member of domain region
7411350,2033295,derivationally related form,instance hypernym
12647560,12647376,hypernym,also see
2942699,4211528,has part,member of domain usage
1424456,5553486,derivationally related form,member meronym
76072,2527651,derivationally related form,member of domain usage
7243837,1032368,synset domain topic of,"member meronym 

Relations explanation: 
The relation 'member meronym' indicates that 'sermon' and 'church service' are related. A sermon is typically given during a church service, which is a subset of a church service."
1534609,278221,derivationally related form,Derivationally related form
9020299,8524735,instance hypernym,member meronym
4952570,4952242,hypernym,hypernym
3579355,1675963,derivationally related form,hypernym
1628885,1631035,member meronym,member of domain region
389238,5001867,derivationally related form,hypernym
2409941,6520944,derivationally related form,hypernym
705580,661091,hypernym,hypernym
80705,612160,synset domain topic of,hypernym
10551265,15259284,synset domain topic of,instance hypernym
2025550,827782,derivationally related form,hypernym
10362003,7846,hypernym,hypernym
2570267,2514187,hypernym,member meronym
1292727,9334396,derivationally related form,member meronym
7105475,36580,member of domain usage,hypernym
751887,8190292,derivationally related form,member of domain usage
11867525,11896904,member meronym,instance hypernym
6155075,6153846,hypernym,member of domain region
464962,1430847,also see,similar to
9089923,8524735,instance hypernym,instance hypernym
511817,2418421,derivationally related form,member meronym
2140033,522145,derivationally related form,hypernym
334935,1499265,derivationally related form,similar to
11511765,835903,derivationally related form,hypernym
2395406,2395694,derivationally related form,member meronym
935940,1643464,derivationally related form,member meronym
1225562,11551,derivationally related form,Hypernym.
12163824,7755411,has part,hypernym
4894204,4894037,hypernym,hypernym
10037922,10515194,hypernym,hypernym
3639497,4402057,hypernym,member meronym
1483779,1463963,hypernym,member of domain usage
15146004,15290337,hypernym,hypernym
2795169,3533972,has part,member meronym
2987047,3574816,hypernym,member meronym
2418686,2419073,hypernym,hypernym
2119874,14180327,derivationally related form,hypernym
7286368,7286014,hypernym,hypernym
2950154,7115914,derivationally related form,hypernym
9184136,9183693,hypernym,instance hypernym
1639714,1631534,hypernym,instance hypernym
1558765,1557185,hypernym,hypernym
7388987,1247804,derivationally related form,derivationally related form
7027180,7020895,hypernym,hypernym
9426788,9313716,has part,member meronym
6236802,5946687,hypernym,instance hypernym
1522276,7441619,derivationally related form,member of domain usage
2711114,2700867,hypernym,hypernym
3466162,4551375,has part,member of domain region
2229828,2229550,hypernym,instance hypernym
6875094,6873571,hypernym,hypernym
1960779,299217,synset domain topic of,member meronym
6732710,1015244,derivationally related form,derivationally related form
1800195,1799302,hypernym,member of domain region
61401,61595,hypernym,hypernym
2647903,2648035,member meronym,member of domain region
784388,768701,hypernym,hypernym
4230808,3419014,hypernym,has part
12994979,12995724,member meronym,member of domain
6682494,6682290,hypernym,hypernym
1422172,1421622,hypernym,Verb group
9051898,8574314,instance hypernym,member meronym
7230502,7160883,hypernym,member of domain usage
10315561,13655262,derivationally related form,instance hypernym
1140315,7797641,derivationally related form,Hypernym
1528821,13496286,derivationally related form,hypernym
8365855,409281,derivationally related form,derivationally related form
2678070,2422026,hypernym,instance hyponym
1943406,2498708,also see,hypernym
5294606,27268,derivationally related form,hypernym
888796,887081,hypernym,hypernym
486557,486018,hypernym,hypernym
10319580,7255998,derivationally related form,member of domain region
5405324,13771404,hypernym,member meronym
9014979,9263087,has part,member of domain region
156101,82241,also see,hypernym
14627820,1338113,derivationally related form,Derivationally related form
5415395,5404728,hypernym,hypernym
10634316,633443,derivationally related form,member of domain usage
12039743,12051285,member meronym,member of domain region
1569181,225593,derivationally related form,hypernym
1675190,1282014,also see,similar to
773432,7183151,derivationally related form,hypernym
5844105,5839024,hypernym,member of domain
376106,443984,hypernym,hypernym
1097500,15293590,derivationally related form,member meronym
10299700,855674,derivationally related form,derivationally related form
3082807,1387786,derivationally related form,derivationally related form.
10754449,2566528,derivationally related form,hypernym
1958868,299217,synset domain topic of,Member of domain usage
5464685,5468523,has part,member of domain region
14123259,14123044,hypernym,Hypernym
1218766,1778017,derivationally related form,hypernym
3118539,2666691,derivationally related form,member of domain topic of
13194036,13193642,hypernym,member meronym
2215966,2271137,hypernym,hypernym
14862753,14739360,hypernym,derivationally related form
2130300,644583,hypernym,hypernym
437852,1507402,also see,synset domain
8571275,8523483,hypernym,member of domain region
1911511,1912272,member meronym,member of domain region
3044934,1456463,derivationally related form,member meronym
2376958,2367363,hypernym,hypernym
904690,6740644,derivationally related form,hypernym
276987,493259,derivationally related form,hypernym
1949007,1955984,hypernym,member of domain usage
539510,539121,hypernym,instance hypernym
2474780,884540,hypernym,derivationally related form
11416988,11410625,hypernym,hypernym
609506,609683,hypernym,Derivationally related form
5406782,5397468,hypernym,Member of domain usage
7976936,2490430,derivationally related form,hypernym
202236,6756407,derivationally related form,hypernym
836236,10685853,derivationally related form,hypernym
6407094,6362953,hypernym,Hypernym
4768657,404642,derivationally related form,hypernym
1947735,1945845,hypernym,Member meronym
58519,2015598,derivationally related form,derivationally related form
13470491,13457378,hypernym,member of domain usage
8851500,8633957,instance hypernym,member meronym
1866192,4101497,derivationally related form,member of domain usage.
10434725,1645421,derivationally related form,hypernym
9437369,1558883,derivationally related form,derivationally related form
4617562,24264,hypernym,hypernym
394813,140123,hypernym,member of domain region
2242464,1090446,synset domain topic of,hypernym
8766988,8772667,has part,member meronym
645552,152727,derivationally related form,hypernym
835506,10256537,derivationally related form,hypernym
2528534,2538730,member meronym,member of domain region
2497586,3044083,derivationally related form,hypernym
2996904,6372095,derivationally related form,hypernym
62582,2758960,derivationally related form,has part
44150,30358,hypernym,member of domain usage
2186690,2179518,hypernym,member of domain usage
1507402,4831031,derivationally related form,hypernym
3075191,9714429,derivationally related form,hypernym
9029457,9029884,has part,member meronym
1602318,14002279,derivationally related form,member of domain region
3357081,4489008,hypernym,member of domain region
5260240,5256862,hypernym,member of domain region
4179385,3816849,hypernym,member of domain usage
3120778,4105893,hypernym,hypernym
1972976,7344233,derivationally related form,member of domain region
5011790,5009170,hypernym,synset domain topic of
15068436,14818238,hypernym,hypernym
1445407,1441100,hypernym,member of domain region
796976,10616379,derivationally related form,instance hypernym
140751,138508,hypernym,member meronym
8703454,9384223,has part,member meronym
6394701,6598915,hypernym,member of domain topic of
12326842,12327022,member meronym,hypernym
4975340,574735,derivationally related form,hypernym
1397088,1400044,hypernym,Derivationally related form
1947352,1946996,hypernym,member of domain usage
1548301,1547832,hypernym,member meronym
1128193,4014297,derivationally related form,hypernym
660102,14429985,derivationally related form,hypernym
558008,463543,synset domain topic of,member of domain region
2429695,2435386,member meronym,member of domain region
3611590,3433434,hypernym,member of domain usage
9063673,8638442,instance hypernym,member meronym
1918803,1904930,hypernym,Member of domain usage
11648617,11554175,hypernym,hypernym
13316332,13313899,hypernym,hypernym
7142365,7140659,hypernym,hypernym
3977966,4520170,hypernym,hypernym
12370011,12370174,member meronym,hypernym
854000,1426153,derivationally related form,member of domain
7805254,1593937,derivationally related form,member of domain usage
10110287,10245639,hypernym,Hypernym
6669864,6000644,synset domain topic of,instance hypernym
14531392,14531983,hypernym,derivation relation
307631,306426,hypernym,Derivationally related form
187526,3573282,derivationally related form,hypernym
9760913,10340312,hypernym,member of domain usage
611802,5761918,derivationally related form,hypernym
15181718,15241777,has part,member of domain usage
28362,22686,hypernym,hypernym
10271216,2151966,derivationally related form,hypernym
7048000,1729431,derivationally related form,Member of domain usage.
3534776,4517823,hypernym,hypernym
289082,1752167,also see,Member of domain region
12213635,12222715,member meronym,member of domain region
11456273,11455901,has part,member of domain region
2505807,1110661,verb group,hypernym
95971,265386,derivationally related form,hypernym
10634990,20926,derivationally related form,Derivationally related form
6717170,10076033,member of domain usage,similar to
2364520,2329401,hypernym,member of domain region
12006503,11579418,hypernym,member of domain region
1105296,1105639,hypernym,hypernym
927430,10673451,derivationally related form,instance hypernym
1336587,10667187,derivationally related form,hypernym
5044387,2112546,derivationally related form,hypernym
12019675,11579418,hypernym,Hypernym
13652066,13603305,hypernym,member meronym
9791248,4323026,synset domain topic of,hypernym
14046202,59019,derivationally related form,Hypernym
8377806,8457976,hypernym,member of domain usage
463234,1079604,derivationally related form,hypernym
8766988,9417560,has part,member of domain region
10264437,10560637,hypernym,hypernym
11451442,11500968,has part,hypernym
12775530,12775919,member meronym,also see
775156,1170962,derivationally related form,hypernym
8736779,8524735,instance hypernym,hypernym
6095022,9818343,derivationally related form,member of domain region
1154175,130347,derivationally related form,hypernym
6820425,6818970,hypernym,member of domain region
858631,858377,hypernym,similar to
1703023,7092592,synset domain topic of,Derivationally related form
2236124,2210855,hypernym,hypernym
12575089,12576029,member meronym,member of domain usage
754873,4665813,derivationally related form,hypernym
9459114,9360122,instance hypernym,instance of
11748811,13139055,hypernym,member meronym
1049685,2147109,derivationally related form,hypernym
10771636,7846,hypernym,hypernym
14425103,9605289,derivationally related form,hypernym
10373801,2607909,derivationally related form,member of domain usage
302861,1713348,derivationally related form,member of domain usage
1912159,2050132,hypernym,hypernym
4036776,13893786,hypernym,member meronym
2539334,2441022,hypernym,hypernym
403466,1549905,derivationally related form,hypernym
12626030,12627526,member meronym,hypernym
3668642,3931044,hypernym,hypernym
12533588,12533730,member meronym,hypernym
751779,835506,derivationally related form,hypernym
12746106,13112664,hypernym,member meronym
11911591,11924330,member meronym,Hypernym
14064644,1190277,derivationally related form,hypernym
383952,520357,derivationally related form,member of domain usage
3053272,3713736,hypernym,member meronym
7432973,2047650,derivationally related form,hypernym
9778783,10731244,hypernym,hypernym
1972017,1972131,member meronym,"has part 

(Head: genus architeuthis, giant squid) is a head, (Tail: sink) is a tail, (Tail: largest mollusk known about but never seen, to 60 feet long) is a part of a head."
3435382,2716866,hypernym,hypernym
1725712,1463965,also see,instance hypernym
3122295,4543158,hypernym,instance hypernym
9189411,8717209,has part,member meronym
6329506,6309383,hypernym,member of domain region
8759852,8524735,instance hypernym,member of domain topic
1311520,996817,instance hypernym,hypernym
2187759,1762525,hypernym,hypernym
2927399,3892891,hypernym,member of domain usage
14550987,14550797,hypernym,hypernym
2774630,3485997,has part,member meronym
11900986,11902200,member meronym,"member of 

synset domain topic of"
914929,913705,hypernym,synset domain
2324717,1864707,hypernym,member meronym
6023022,6018465,synset domain topic of,hypernym
4579986,503237,synset domain topic of,member of domain usage
528339,7419792,derivationally related form,hypernym
6404582,6333653,hypernym,member of domain usage
10293332,1919391,derivationally related form,member of domain region
2789770,4047401,hypernym,member meronym
1974399,1997698,member meronym,member of domain region
2883205,3815615,hypernym,hypernym
8506641,8573674,has part,member of domain region
11015080,10022111,instance hypernym,hypernym
746587,746232,hypernym,hypernym
8131530,8132046,has part,hypernym
1679980,1675963,hypernym,hypernym
11977125,11977303,member meronym,hypernym
900616,1580050,also see,hypernym
2394183,1982395,verb group,hypernym
14062725,273445,derivationally related form,hypernym
6756407,6722453,hypernym,instance hypernym.
483801,3080309,derivationally related form,member meronym
498530,126264,hypernym,derivationally related form
3142679,4014297,hypernym,member meronym
2416751,9935793,derivationally related form,hypernym
514069,5934278,derivationally related form,hypernym
1858441,1844917,hypernym,member meronym
152018,652346,derivationally related form,also see
12618942,12785110,member meronym,member of domain region
2138766,903559,synset domain topic of,derivationally related form
11428023,11473954,hypernym,hypernym
567044,479887,synset domain topic of,member of domain usage
2398732,2399000,member meronym,member meronym
8887013,9316454,instance hypernym,member of domain
486018,211593,derivationally related form,hypernym
912048,975584,verb group,derivationally related form
2449340,13935227,derivationally related form,hypernym
1767199,1974399,member meronym,member of domain region
13973059,9791816,derivationally related form,has part
351485,191142,hypernym,hypernym
2669789,2671880,hypernym,synset domain topic of
9840050,1719921,derivationally related form,hypernym
6580351,6568978,hypernym,member of domain usage
285889,1919711,derivationally related form,hypernym
10092488,475787,synset domain topic of,member meronym
6845599,4090064,member of domain usage,derivationally related form
6620063,6619428,hypernym,hypernym
13031690,13033577,member meronym,member of domain region
2739254,13845239,derivationally related form,member of synset
10066732,672277,derivationally related form,hypernym
9188609,9426788,instance hypernym,Member of domain topic of
7475107,7473441,hypernym,hypernym
2782815,10456138,derivationally related form,member of domain
4794751,4723816,hypernym,hypernym
10146927,7846,hypernym,hypernym
1693138,933420,synset domain topic of,member of domain region
10468750,2443609,derivationally related form,Derivationally related form
1835496,2994448,derivationally related form,member of domain usage
2924554,6605396,hypernym,derivationally related form
2161737,1342529,hypernym,instance hypernym
2051270,7342495,derivationally related form,hypernym
13773725,13760316,hypernym,hypernym
10724699,1855155,derivationally related form,member of domain usage
5088324,1378556,derivationally related form,member of domain region
324384,1983264,derivationally related form,Derivationally related form
3867201,3936895,hypernym,hypernym
806902,803617,hypernym,hypernym
1721556,10201535,derivationally related form,similar to
11999958,11579418,hypernym,hypernym
2739480,121046,hypernym,similar to
1949973,1942177,hypernym,member of domain region
2444159,2443849,hypernym,member meronym
9804230,522068,derivationally related form,has part
11867525,11870607,member meronym,member meronym
9537660,10553805,hypernym,hypernym
1502262,1816635,member meronym,member of domain region
9425344,6115701,synset domain topic of,instance hypernym
364297,2609764,hypernym,hypernym
5948264,5946687,hypernym,hypernym
13812607,6143546,synset domain topic of,Hypernym
5763412,618878,derivationally related form,instance hypernym
10609686,7846,hypernym,hypernym
12200315,11575425,hypernym,instance hypernym
1573515,14295248,derivationally related form,member meronym
11975853,11579418,hypernym,member meronym
2357693,4682462,derivationally related form,member of domain usage
2133435,4679738,derivationally related form,hypernym
40325,14006945,derivationally related form,member of domain usage
1363613,1366718,also see,synset
1507006,13501941,derivationally related form,member of domain region
1941670,1952162,member meronym,Hypernym
4945057,1826378,derivationally related form,member of domain usage
3593526,4531098,hypernym,member of domain region
8699654,8698379,instance hypernym,member meronym
803325,1141593,derivationally related form,has part
757544,7254594,derivationally related form,hyponym
1711445,7007171,derivationally related form,instance hypernym
13985818,193130,derivationally related form,member of domain region
7019172,7018931,hypernym,hypernym
7157273,13769672,member of domain usage,Derivationally related form
1241767,1241331,hypernym,synset
528339,387310,hypernym,member of domain usage
1195804,1158181,hypernym,member of domain usage
10552742,10191943,hypernym,synset
617413,1225783,derivationally related form,hypernym
2163982,2168542,member meronym,hypernym
2333368,1864707,hypernym,has part
13169219,12954978,member meronym,instance hypernym
12198628,11575425,hypernym,hypernym
8145871,7951464,hypernym,hypernym
7478874,434919,derivationally related form,hypernym
11875100,11879291,member meronym,member meronym
7817024,7811416,hypernym,hypernym
2014165,2009433,hypernym,Hypernym
2951358,4244997,hypernym,member meronym
1943899,1942177,hypernym,member meronym
1906823,5003090,derivationally related form,Derivationally related form
1043820,1778017,derivationally related form,hypernym
3583621,3733925,hypernym,hypernym
4408871,3091374,hypernym,Hypernym
13261779,13255145,hypernym,hypernym
222376,219012,hypernym,member of domain usage
877559,7143624,derivationally related form,hypernym
11629501,11633459,member meronym,member of domain region
13651218,13603305,hypernym,member meronym
95990,94460,hypernym,derivationally related form
1402381,8221348,hypernym,hypernym
1146576,1145359,hypernym,hypernym
11151189,9924996,instance hypernym,hypernym
10102369,9792555,hypernym,member of domain usage
488770,164444,hypernym,derivationally related form
6203758,10502950,derivationally related form,hypernym
241689,151689,hypernym,Hypernym.
351334,349886,hypernym,member of domain usage
340463,339463,hypernym,member of domain usage
2190632,2191106,hypernym,verb group
7007945,988287,derivationally related form,synset domain topic of
9590495,9689152,synset domain topic of,Member of domain region
1198307,2581900,derivationally related form,hypernym
2260183,1342529,hypernym,Hypernym
2072209,2072665,member meronym,instance hypernym
4547592,3327234,hypernym,Member meronym
1066775,1254685,derivationally related form,Member of domain usage
1633047,1633250,member meronym,member of domain region
1472638,1861778,synset domain topic of,member meronym
9044862,13752911,member of domain region,similar to
12299988,12310153,member meronym,member of
7520612,1779165,derivationally related form,Derivationally related form
12600888,12601106,member meronym,hypernym
2414710,9815790,derivationally related form,hypernym
8792548,8039312,member of domain region,member of domain region
44353,5792010,derivationally related form,hypernym
2704349,3735637,derivationally related form,hypernym
14959058,14866889,hypernym,hypernym
508952,507673,hypernym,member of domain topic
14038482,14034177,hypernym,member of domain region
1945381,315390,derivationally related form,instance hypernym
1312096,1296697,has part,instance of
1874784,1862557,hypernym,member of domain region
4526800,4182890,hypernym,Member meronym
8397255,8208016,hypernym,member meronym
12268096,12275317,member meronym,hypernym
2102484,2106006,derivationally related form,member of domain region
336168,740336,also see,similar to
1874126,1876843,member meronym,member of domain region
8946042,8691669,instance hypernym,hypernym
2553697,1146039,derivationally related form,hypernym
10093908,10689564,hypernym,member meronym
12321395,12320010,hypernym,member of domain usage
1454810,1105909,derivationally related form,member meronym
998886,6128570,synset domain topic of,hypernym
4509592,3051540,hypernym,hypernym
1929788,8103777,hypernym,hypernym
6780309,1743313,derivationally related form,instance hypernym
4787763,4787530,hypernym,instance hypernym
8742205,8524735,instance hypernym,Hypernym
5296639,5237227,hypernym,has part
4585745,3664675,hypernym,Hypernym
4100620,4042358,hypernym,Hypernym
404642,1136519,derivationally related form,hypernym
12339972,12340202,member meronym,hypernym
12200504,13112664,hypernym,member meronym
14435187,14434866,hypernym,hypernym
43480,40353,hypernym,member of domain region
2626590,1432517,hypernym,Member of domain usage
6470073,2896789,derivationally related form,member meronym
10670310,2308741,derivationally related form,Hypernym
13999206,2495817,derivationally related form,hypernym
7152948,7151380,hypernym,member of domain usage
2255462,802318,verb group,hypernym
853649,1428011,derivationally related form,hypernym
9163192,9163584,has part,instance hypernym
3024518,3065708,hypernym,Member of domain region.
2603699,13954253,derivationally related form,hypernym
5571341,13911151,hypernym,hypernym
1466828,8107499,hypernym,member of domain region
3285730,4100620,hypernym,hypernym
2390949,2386388,hypernym,hypernym
7425011,7296428,hypernym,hypernym
2301782,2301935,member meronym,member of domain usage
5549830,5556943,has part,member of domain usage
968155,955060,hypernym,hypernym
1989720,1985524,hypernym,member meronym
334996,708017,derivationally related form,member meronym
2268351,1158572,hypernym,member meronym
14477667,2558172,derivationally related form,member of domain region
11719468,11722769,member meronym,hypernym
12945708,11585340,hypernym,member of domain region
471576,6090869,synset domain topic of,instance hypernym
1913532,13534274,derivationally related form,member of domain usage
5646218,440286,derivationally related form,hypernym
986173,983824,hypernym,member of domain usage
2064608,2065407,member meronym,hypernym
12100538,12132299,member meronym,member of domain region
5560787,5560244,hypernym,member meronym
13966925,13963970,hypernym,member of domain region
1116968,2302817,derivationally related form,member meronym
12636705,11585340,hypernym,member of domain region
2396716,163779,derivationally related form,hypernym
12612913,12613968,member meronym,member of domain region
9773245,2583545,derivationally related form,hypernym
3261776,3274561,hypernym,member meronym
1259458,9222051,derivationally related form,member of domain usage
1432474,5301908,derivationally related form,member meronym
2565072,2564720,hypernym,member of domain region
3722007,508032,derivationally related form,Derivationally related form
6514880,6514093,hypernym,hypernym
12930044,12945708,member meronym,member of domain region
2835887,6090869,synset domain topic of,hypernym
9710164,9686536,hypernym,instance hypernym
633443,10706812,derivationally related form,member of domain region
10743941,10780632,hypernym,hypernym
1801600,4779649,derivationally related form,hypernym
2231661,33020,derivationally related form,hypernym
297404,297062,hypernym,hypernym
2431320,7331400,derivationally related form,hypernym
14541852,2545272,derivationally related form,member meronym
13745420,13728499,hypernym,member of domain usage
15247518,15248269,has part,hypernym
9809749,8199025,synset domain topic of,member of domain usage
573671,14724025,derivationally related form,hypernym
2172888,5720248,derivationally related form,hypernym
2681518,2748927,derivationally related form,similar to
10034020,10360747,hypernym,instance hypernym
4190747,3546766,hypernym,has part
1216515,8199025,synset domain topic of,hypernym
7763290,7705931,hypernym,member meronym
1176079,7650792,derivationally related form,Member meronym
2701210,2732798,verb group,hypernym
2034671,2035919,hypernym,member of domain usage
