head	relation	tail	prompt	prediction
4029734	_hypernym	11700401	Is the following triple valid? Head: pyrometer, a thermometer designed to measure high temperatures, Relation: hypernym, Tail: strawberry-shrub family, shrubs or small trees having aromatic bark; the eastern United States and eastern Asia. Answer with 'Yes' or 'No'.	No
15237782	_hypernym	7990824	Is the following triple valid? Head: wintertime, the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox, Relation: hypernym, Tail: brood, the young of an animal cared for at one time. Answer with 'Yes' or 'No'.	No
2428487	_derivationally_related_form	6731510	"Is the following triple valid? Head: withdraw, break from a meeting or gathering; ""We adjourned for lunch""; ""The men retired to the library"", Relation: derivationally related form, Tail: submission, (law) a contention presented by a lawyer to a judge or jury as part of the case he is arguing. Answer with 'Yes' or 'No'."	No
338736	_hypernym	15157041	"Is the following triple valid? Head: rag, break into lumps before sorting; ""rag ore"", Relation: hypernym, Tail: civil day, a day reckoned from midnight to midnight. Answer with 'Yes' or 'No'."	No
3139045	_has_part	8929555	Is the following triple valid? Head: absolutistic, pertaining to the principle of totalitarianism, Relation: has part, Tail: kuwait city, a seaport on the Persian Gulf and capital of Kuwait. Answer with 'Yes' or 'No'.	No
236581	_derivationally_related_form	14456752	"Is the following triple valid? Head: rise to power, the act of attaining or gaining access to a new office or right or position (especially the throne); ""Elizabeth's accession in 1558"", Relation: derivationally related form, Tail: undress, partial or complete nakedness; ""a state of undress"". Answer with 'Yes' or 'No'."	Yes
1792097	_hypernym	114095	Is the following triple valid? Head: embarrass, cause to be embarrassed; cause to feel self-conscious, Relation: hypernym, Tail: jostling, the act of jostling (forcing your way by pushing). Answer with 'Yes' or 'No'.	Yes
3854998	_instance_hypernym	8524735	"Is the following triple valid? Head: organ stop, a graduated set of organ pipes of like tone quality, Relation: instance hypernym, Tail: urban center, a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city"". Answer with 'Yes' or 'No'."	No
10398806	_hypernym	4330340	"Is the following triple valid? Head: parapsychologist, someone who studies the evidence for such psychological phenomena as psychokinesis and telepathy and clairvoyance, Relation: hypernym, Tail: stove, a kitchen appliance used for cooking food; ""dinner was already on the stove"". Answer with 'Yes' or 'No'."	No
4987620	_derivationally_related_form	7672135	"Is the following triple valid? Head: tone, (music) the distinctive property of a complex sound (a voice or noise or musical sound); ""the timbre of her soprano was rich and lovely""; ""the muffled tones of the broken bell summoned them to meet"", Relation: derivationally related form, Tail: edible fat, oily or greasy matter making up the bulk of fatty tissue in animals and in seeds and other plant tissue. Answer with 'Yes' or 'No'."	No
10274639	_hypernym	7454758	Is the following triple valid? Head: stumblebum, an awkward stupid person, Relation: hypernym, Tail: graduation exercise, an academic exercise in which diplomas are conferred. Answer with 'Yes' or 'No'.	No
10435988	_derivationally_related_form	8573842	"Is the following triple valid? Head: twirler, (baseball) the person who does the pitching; ""our pitcher has a sore arm"", Relation: derivationally related form, Tail: trash pile, an accumulation of refuse and discarded matter. Answer with 'Yes' or 'No'."	No
7712559	_hypernym	10129585	Is the following triple valid? Head: saratoga chip, a thin crisp slice of potato fried in deep fat, Relation: hypernym, Tail: gilder, someone whose occupation is to apply an overlay of gold or gilt. Answer with 'Yes' or 'No'.	No
13412321	_derivationally_related_form	14993378	Is the following triple valid? Head: register, a book in which names and transactions are listed, Relation: derivationally related form, Tail: poison gas, a gas that is poisonous to breath or contact; used in chemical warfare. Answer with 'Yes' or 'No'.	No
2594552	_hypernym	1789064	Is the following triple valid? Head: drumfish, small to medium-sized bottom-dwelling food and game fishes of shallow coastal and fresh waters that make a drumming noise, Relation: hypernym, Tail: order galliformes, pheasants; turkeys; grouse; partridges; quails; chickens; brush turkeys; curassows; hoatzins. Answer with 'Yes' or 'No'.	No
791134	_derivationally_related_form	1835496	"Is the following triple valid? Head: summons, call in an official matter, such as to attend court, Relation: derivationally related form, Tail: travel, change location; move, travel, or proceed, also metaphorically; ""How fast does your new car go?""; ""We travelled from Rome to Naples by bus""; ""The policemen went from door to door looking for the suspect""; ""The soldiers moved towards the city in an attempt to take it before night fell""; ""news travelled fast"". Answer with 'Yes' or 'No'."	No
8394423	_hypernym	82563	"Is the following triple valid? Head: standing army, a permanent army of paid soldiers, Relation: hypernym, Tail: remedy, provide relief for; ""remedy his illness"". Answer with 'Yes' or 'No'."	No
2133512	_hypernym	1759182	Is the following triple valid? Head: selenarctos, Asiatic black bears; in some classifications not a separate genus from Ursus, Relation: hypernym, Tail: arthropod family, any of the arthropods. Answer with 'Yes' or 'No'.	No
8321956	_hypernym	7183151	"Is the following triple valid? Head: jirga, a Pashto term for a decision making assembly of male elders; ""most criminal cases are handled by a tribal Jirga rather than by laws or police"", Relation: hypernym, Tail: tilt, a contentious speech act; a dispute where there is strong disagreement; ""they were involved in a violent argument"". Answer with 'Yes' or 'No'."	No
12874642	_derivationally_related_form	1844653	"Is the following triple valid? Head: sesamum, tropical African and Indian herbs, Relation: derivationally related form, Tail: cruise, sail or travel about for pleasure, relaxation, or sightseeing; ""We were cruising in the Caribbean"". Answer with 'Yes' or 'No'."	Yes
8487504	_hypernym	633864	Is the following triple valid? Head: association of southeast asian nations, an association of nations dedicated to economic and political cooperation in southeastern Asia and who joined with the United States to fight against global terrorism, Relation: hypernym, Tail: investigation, the work of inquiring into something thoroughly and systematically. Answer with 'Yes' or 'No'.	No
9221723	_hypernym	14867858	Is the following triple valid? Head: biscayne bay, a narrow bay formed by an inlet from the Atlantic Ocean in southeastern Florida, Relation: hypernym, Tail: strand, a very slender natural or synthetic fiber. Answer with 'Yes' or 'No'.	No
3270165	_has_part	6218308	Is the following triple valid? Head: electrical system, equipment in a motor vehicle that provides electricity to start the engine and ignite the fuel and operate the lights and windshield wiper and heater and air conditioner and radio, Relation: has part, Tail: imperialism, a political orientation that advocates imperial interests. Answer with 'Yes' or 'No'.	No
553362	_derivationally_related_form	1488313	"Is the following triple valid? Head: dislocation, the act of disrupting an established order so it fails to continue; ""the social dislocations resulting from government policies""; ""his warning came after the breakdown of talks in London"", Relation: derivationally related form, Tail: empty, remove; ""Empty the water"". Answer with 'Yes' or 'No'."	No
475647	_derivationally_related_form	2520730	"Is the following triple valid? Head: purge, rid of impurities; ""purge the water""; ""purge your mind"", Relation: derivationally related form, Tail: make up, make up work that was missed due to absence at a later point; ""I have to make up a French exam""; ""Can I catch up with the material or is it too late?"". Answer with 'Yes' or 'No'."	No
67274	_derivationally_related_form	1540693	"Is the following triple valid? Head: snuffle, cry or whine with snuffling; ""Stop snivelling--you got yourself into this mess!"", Relation: derivationally related form, Tail: suck out, remove as if by suction; ""aspirate the wound"". Answer with 'Yes' or 'No'."	Yes
514396	_derivationally_related_form	1049266	"Is the following triple valid? Head: compressible, capable of being compressed or made more compact; ""compressible packing materials""; ""a compressible box"", Relation: derivationally related form, Tail: disguise, the act of concealing the identity of something by modifying its appearance; ""he is a master of disguise"". Answer with 'Yes' or 'No'."	No
5229990	_hypernym	2077656	"Is the following triple valid? Head: infundibulum, any of various funnel-shaped parts of the body (but especially the hypophyseal stalk), Relation: hypernym, Tail: take, take something or somebody with oneself somewhere; ""Bring me the box from the other room""; ""Take these letters to the boss""; ""This brings me to the main point"". Answer with 'Yes' or 'No'."	Yes
518653	_hypernym	14973133	"Is the following triple valid? Head: mystify, make mysterious; ""mystify the story"", Relation: hypernym, Tail: tablet, a number of sheets of paper fastened together along one edge. Answer with 'Yes' or 'No'."	No
4249415	_derivationally_related_form	2028994	"Is the following triple valid? Head: snare drum, a small drum with two heads and a snare stretched across the lower head, Relation: derivationally related form, Tail: spread out, move away from each other; ""The crowds dispersed""; ""The children scattered in all directions when the teacher approached"";. Answer with 'Yes' or 'No'."	Yes
8025112	_derivationally_related_form	1521124	"Is the following triple valid? Head: islamic army of aden-abyan, Yemen-based terrorist group that supports al-Qaeda's goals; seeks to overthrow the Yemeni government and eliminate United States interests; responsible for bombings and kidnappings and killing western tourists in Yemen, Relation: derivationally related form, Tail: tangle, tangle or complicate; ""a ravelled story"". Answer with 'Yes' or 'No'."	No
2329883	_derivationally_related_form	9224911	"Is the following triple valid? Head: stock, equip with a stock; ""stock a rifle"", Relation: derivationally related form, Tail: body, an individual 3-dimensional object that has mass and that is distinguishable from other objects; ""heavenly body"". Answer with 'Yes' or 'No'."	No
7269916	_hypernym	872886	"Is the following triple valid? Head: icon, (computer science) a graphic symbol (usually a simple picture) that denotes a program or a command or a data file or a concept in a graphical user interface, Relation: hypernym, Tail: rede, give advice to; ""The teacher counsels troubled students""; ""The lawyer counselled me when I was accused of tax fraud"". Answer with 'Yes' or 'No'."	No
768353	_hypernym	2292692	Is the following triple valid? Head: capital offense, a crime so serious that capital punishment is considered appropriate, Relation: hypernym, Tail: trichophaga tapetzella, larvae feed on carpets and other woolens. Answer with 'Yes' or 'No'.	No
11746776	_member_meronym	7735510	Is the following triple valid? Head: pea family, a large family of trees, shrubs, vines, and herbs bearing bean pods; divided for convenience into the subfamilies Caesalpiniaceae; Mimosaceae; Papilionaceae, Relation: member meronym, Tail: pumpkin, usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn. Answer with 'Yes' or 'No'.	No
10123711	_member_of_domain_usage	3825080	Is the following triple valid? Head: geezer, a man who is (usually) old and/or eccentric, Relation: member of domain usage, Tail: sleepwear, garments designed to be worn in bed. Answer with 'Yes' or 'No'.	Yes
11348812	_hypernym	1770501	"Is the following triple valid? Head: trevino, United States golfer (born in 1939), Relation: hypernym, Tail: upset, move deeply; ""This book upset me""; ""A troubling thought"". Answer with 'Yes' or 'No'."	Yes
1490885	_has_part	5563034	Is the following triple valid? Head: prionace, blue sharks, Relation: has part, Tail: vertebrate foot, the extremity of the limb in vertebrates. Answer with 'Yes' or 'No'.	Yes
7404584	_verb_group	2098458	"Is the following triple valid? Head: tide rip, a stretch of turbulent water in a river or the sea caused by one current flowing into or across another current, Relation: verb group, Tail: draw in, shape one's body into a curl; ""She curled farther down under the covers""; ""She fell and drew in"". Answer with 'Yes' or 'No'."	Yes
7553016	_hypernym	1387617	Is the following triple valid? Head: touchiness, feeling easily irritated, Relation: hypernym, Tail: protoctist family, any of the families of Protoctista. Answer with 'Yes' or 'No'.	No
13436682	_also_see	1992503	"Is the following triple valid? Head: auxesis, growth from increase in cell size without cell division, Relation: also see, Tail: progress, move forward, also in the metaphorical sense; ""Time marches on"". Answer with 'Yes' or 'No'."	Yes
14476205	_hypernym	556313	"Is the following triple valid? Head: hard cheese, bad luck, Relation: hypernym, Tail: play, a deliberate coordinated movement requiring dexterity and skill; ""he made a great maneuver""; ""the runner was out on a play by the shortstop"". Answer with 'Yes' or 'No'."	No
6840648	_hypernym	1296462	"Is the following triple valid? Head: ideograph, a graphic character that indicates the meaning of a thing without indicating the sounds used to say it; ""Chinese characters are ideograms"", Relation: hypernym, Tail: attach, cause to be attached. Answer with 'Yes' or 'No'."	Yes
2046755	_derivationally_related_form	14549	"Is the following triple valid? Head: whirl, revolve quickly and repeatedly around one's own axis; ""The dervishes whirl around and around without getting dizzy"", Relation: derivationally related form, Tail: move, be in a state of action; ""she is always moving"". Answer with 'Yes' or 'No'."	Yes
1400856	_hypernym	9777353	Is the following triple valid? Head: bean, hit on the head, especially with a pitched baseball, Relation: hypernym, Tail: agent, a representative who acts on behalf of other persons or organizations. Answer with 'Yes' or 'No'.	No
931847	_derivationally_related_form	1557517	Is the following triple valid? Head: realization, making real or giving the appearance of reality, Relation: derivationally related form, Tail: gin, separate the seeds from (cotton) with a cotton gin. Answer with 'Yes' or 'No'.	Yes
8860123	_member_of_domain_region	15009637	Is the following triple valid? Head: united kingdom of great britain and northern ireland, a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom, Relation: member of domain region, Tail: seidlitz powders, an effervescing salt containing sodium bicarbonate and Rochelle salt and tartaric acid; used as a cathartic. Answer with 'Yes' or 'No'.	No
9951070	_hypernym	666886	Is the following triple valid? Head: computer scientist, a scientist who specializes in the theory of computation and the design of computers, Relation: hypernym, Tail: negate, prove negative; show to be false. Answer with 'Yes' or 'No'.	No
11538123	_derivationally_related_form	774056	"Is the following triple valid? Head: class anthoceropsida, hornworts: in some classification systems included in the class Hepaticopsida, Relation: derivationally related form, Tail: squabble, argue over petty things; ""Let's not quibble over pennies"". Answer with 'Yes' or 'No'."	Yes
783042	_hypernym	598056	"Is the following triple valid? Head: snare, entice and trap; ""The car salesman had snared three potential customers"", Relation: hypernym, Tail: professorship, the position of professor; ""he was awarded an endowed chair in economics"". Answer with 'Yes' or 'No'."	No
13740168	_derivationally_related_form	14361664	"Is the following triple valid? Head: zippo, a quantity of no importance; ""it looked like nothing I had ever seen before""; ""reduced to nil all the work we had done""; ""we racked up a pathetic goose egg""; ""it was all for naught""; ""I didn't hear zilch about it"", Relation: derivationally related form, Tail: vellication, a sudden muscle spasm; especially one caused by a nervous condition. Answer with 'Yes' or 'No'."	No
2072673	_hypernym	5355527	"Is the following triple valid? Head: ratchet down, move by degrees in one direction only; ""a ratcheting lopping tool"", Relation: hypernym, Tail: testicular artery, a branch of the aorta supplying the testicles. Answer with 'Yes' or 'No'."	No
445055	_has_part	9341673	Is the following triple valid? Head: surfriding, the sport of riding a surfboard toward the shore on the crest of a wave, Relation: has part, Tail: llullaillaco, a mountain in the Andes on the border between Argentina and Chile (22,057 feet high). Answer with 'Yes' or 'No'.	No
7184735	_derivationally_related_form	286605	"Is the following triple valid? Head: tiff, a quarrel about petty points, Relation: derivationally related form, Tail: stain, produce or leave stains; ""Red wine stains the table cloth"". Answer with 'Yes' or 'No'."	Yes
4935528	_hypernym	10305802	"Is the following triple valid? Head: bond, the property of sticking together (as of glue and wood) or the joining of surfaces of different composition; ""the mutual adhesiveness of cells""; ""a heated hydraulic press was required for adhesion"", Relation: hypernym, Tail: medical practitioner, someone who practices medicine. Answer with 'Yes' or 'No'."	No
339085	_derivationally_related_form	3295140	"Is the following triple valid? Head: crush, break into small pieces; ""The car crushed the toy"", Relation: derivationally related form, Tail: erection, a structure that has been erected. Answer with 'Yes' or 'No'."	No
4643221	_hypernym	12438977	Is the following triple valid? Head: disagreeableness, an ill-tempered and offensive disposition, Relation: hypernym, Tail: genus amianthum, one species: fly poison; sometimes placed in family Melanthiaceae. Answer with 'Yes' or 'No'.	No
2646757	_derivationally_related_form	10158010	"Is the following triple valid? Head: buy, be worth or be capable of buying; ""This sum will buy you a ride on the train"", Relation: derivationally related form, Tail: ham actor, an unskilled actor who overacts. Answer with 'Yes' or 'No'."	Yes
1543998	_verb_group	1958914	"Is the following triple valid? Head: sit down, show to a seat; assign a seat for; ""The host seated me next to Mrs. Smith"", Relation: verb group, Tail: genus ensis, razor clams. Answer with 'Yes' or 'No'."	No
3258730	_hypernym	8988333	Is the following triple valid? Head: smock, a loose coverall (coat or frock) reaching down to the ankles, Relation: hypernym, Tail: sombrero, one of the islands of Saint Christopher-Nevis. Answer with 'Yes' or 'No'.	No
212049	_instance_hypernym	8574314	"Is the following triple valid? Head: conserve, preserve with sugar; ""Mom always conserved the strawberries we grew in the backyard"", Relation: instance hypernym, Tail: geographical region, a demarcated area of the Earth. Answer with 'Yes' or 'No'."	No
6213688	_derivationally_related_form	12443323	Is the following triple valid? Head: totalitarianism, the principle of complete and unrestricted power in government, Relation: derivationally related form, Tail: cast-iron plant, evergreen perennial with large handsome basal leaves; grown primarily as a foliage houseplant. Answer with 'Yes' or 'No'.	No
1292534	_hypernym	8987423	"Is the following triple valid? Head: ground, connect to a ground; ""ground the electrical connections for safety reasons"", Relation: hypernym, Tail: st. kitts and nevis, a country on several of the Leeward Islands; located to the east southeast of Puerto Rico; achieved independence from the United Kingdom in 1983. Answer with 'Yes' or 'No'."	No
2108665	_derivationally_related_form	10016954	"Is the following triple valid? Head: sensory, involving or derived from the senses; ""sensory experience""; ""sensory channels"", Relation: derivationally related form, Tail: unraveller, a person who removes tangles; someone who takes something out of a tangled state. Answer with 'Yes' or 'No'."	Yes
198451	_member_meronym	11866078	Is the following triple valid? Head: promotion, act of raising in rank or position, Relation: member meronym, Tail: genus cleome, tropical and subtropical annual or perennial herbs or low shrubs. Answer with 'Yes' or 'No'.	Yes
11173199	_hypernym	13095685	Is the following triple valid? Head: mendel, Augustinian monk and botanist whose experiments in breeding garden peas led to his eventual recognition as founder of the science of genetics (1822-1884), Relation: hypernym, Tail: plant tissue, the tissue of a plant. Answer with 'Yes' or 'No'.	Yes
2415435	_instance_hypernym	8524735	"Is the following triple valid? Head: mountain sheep, any wild sheep inhabiting mountainous regions, Relation: instance hypernym, Tail: urban center, a large and densely populated urban area; may include several independent administrative districts; ""Ancient Troy was a great city"". Answer with 'Yes' or 'No'."	No
2630189	_hypernym	5559908	"Is the following triple valid? Head: have, have as a feature; ""This restaurant features the most famous chefs in France"", Relation: hypernym, Tail: member, an external body part that projects from the body; ""it is important to keep the extremities warm"". Answer with 'Yes' or 'No'."	No
11804082	_member_meronym	2035919	"Is the following triple valid? Head: order caryophyllales, corresponds approximately to the older group Centrospermae, Relation: member meronym, Tail: flex, form a curve; ""The stick does not bend"". Answer with 'Yes' or 'No'."	No
9825750	_also_see	921014	"Is the following triple valid? Head: mechanic, someone whose occupation is repairing and maintaining automobiles, Relation: also see, Tail: exciting, creating or arousing excitement; ""an exciting account of her trip"". Answer with 'Yes' or 'No'."	Yes
12339319	_hypernym	3306610	Is the following triple valid? Head: syzygium, a tropical evergreen tree of the myrtle family native to the East Indies but cultivated elsewhere, Relation: hypernym, Tail: thruway, a broad highway designed for high-speed traffic. Answer with 'Yes' or 'No'.	No
12800832	_hypernym	31264	Is the following triple valid? Head: mitella diphylla, miterwort of northeastern North America usually with two opposite leaves on erect flowering stems that terminate in erect racemes of white flowers, Relation: hypernym, Tail: grouping, any number of entities (members) considered as a unit. Answer with 'Yes' or 'No'.	Yes
7270179	_derivationally_related_form	3485997	"Is the following triple valid? Head: marking, a distinguishing symbol; ""the owner's mark was on all the sheep"", Relation: derivationally related form, Tail: hold, the appendage to an object that is designed to be held in order to use or move it; ""he grabbed the hammer by the handle""; ""it was an old briefcase but it still had a good grip"". Answer with 'Yes' or 'No'."	No
117578	_derivationally_related_form	13523661	Is the following triple valid? Head: eructation, a reflex that expels gas noisily from the stomach through the mouth, Relation: derivationally related form, Tail: nutrition, (physiology) the organic process of nourishing or being nourished; the processes by which an organism assimilates food and uses it for growth and maintenance. Answer with 'Yes' or 'No'.	No
14648100	_member_meronym	12285512	Is the following triple valid? Head: oxygen, a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust, Relation: member meronym, Tail: red alder, large tree of Pacific coast of North America having hard red wood much used for furniture. Answer with 'Yes' or 'No'.	No
1342124	_derivationally_related_form	14133543	Is the following triple valid? Head: noose, secure with a noose, Relation: derivationally related form, Tail: gonorrhoea, a common venereal disease caused by the bacterium Neisseria gonorrhoeae; symptoms are painful urination and pain around the urethra. Answer with 'Yes' or 'No'.	No
1747144	_hypernym	851933	"Is the following triple valid? Head: rhynchoelaps, Australian coral snakes, Relation: hypernym, Tail: roast, subject to laughter or ridicule; ""The satirists ridiculed the plans for a new opera house""; ""The students poked fun at the inexperienced teacher""; ""His former students roasted the professor at his 60th birthday"". Answer with 'Yes' or 'No'."	No
5902545	_hypernym	925207	Is the following triple valid? Head: plan of action, a plan for actively doing something, Relation: hypernym, Tail: shaping, the act of fabricating something in a particular shape. Answer with 'Yes' or 'No'.	Yes
12871074	_member_meronym	1821869	Is the following triple valid? Head: trichostema, genus of North American aromatic herbs or subshrubs: blue curls, Relation: member meronym, Tail: shell parakeet, small Australian parakeet usually light green with black and yellow markings in the wild but bred in many colors. Answer with 'Yes' or 'No'.	No
10001058	_has_part	13659162	Is the following triple valid? Head: deliverer, a person who gives up or transfers money or goods, Relation: has part, Tail: metre, the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards). Answer with 'Yes' or 'No'.	No
4633197	_hypernym	9199101	"Is the following triple valid? Head: vim, an imaginative lively style (especially style of writing); ""his writing conveys great energy""; ""a remarkable muscularity of style"", Relation: hypernym, Tail: formicary, a mound of earth made by ants as they dig their nest. Answer with 'Yes' or 'No'."	No
7498854	_hypernym	3655072	"Is the following triple valid? Head: inclination, that toward which you are inclined to feel a liking; ""her inclination is for classical music"", Relation: hypernym, Tail: leging, a garment covering the leg (usually extending from the knee to the ankle). Answer with 'Yes' or 'No'."	No
6031248	_derivationally_related_form	2530167	"Is the following triple valid? Head: correlational statistics, a statistical relation between two or more variables such that systematic changes in the value of one variable are accompanied by systematic changes in the other, Relation: derivationally related form, Tail: try, make an effort or attempt; ""He tried to shake off his fears""; ""The infant had essayed a few wobbly steps""; ""The police attempted to stop the thief""; ""He sought to improve himself""; ""She always seeks to do good in the world"". Answer with 'Yes' or 'No'."	No
12134025	_derivationally_related_form	1658762	"Is the following triple valid? Head: secale cereale, hardy annual cereal grass widely cultivated in northern Europe where its grain is the chief ingredient of black bread and in North America for forage and soil improvement, Relation: derivationally related form, Tail: craft, make by hand and with much skill; ""The artisan crafted a complicated tool"". Answer with 'Yes' or 'No'."	No
5967191	_hypernym	954271	Is the following triple valid? Head: secular humanism, the doctrine emphasizing a person's capacity for self-realization through reason; rejects religion and the supernatural, Relation: hypernym, Tail: narrate, provide commentary for a film, for example. Answer with 'Yes' or 'No'.	Yes
6845599	_member_of_domain_usage	2575590	Is the following triple valid? Head: trade name, a name given to a product or service, Relation: member of domain usage, Tail: whalesucker, large blue Pacific remora that attaches to whales and dolphins. Answer with 'Yes' or 'No'.	No
139919	_synset_domain_topic_of	12918404	"Is the following triple valid? Head: reception, (American football) the act of catching a pass in football; ""the tight end made a great reception on the 20 yard line"", Relation: synset domain topic of, Tail: myrtle spurge, poisonous Old World spurge; adventive in America; seeds yield a purgative oil. Answer with 'Yes' or 'No'."	No
11669921	_has_part	8716738	Is the following triple valid? Head: flower, a plant cultivated for its blooms or blossoms, Relation: has part, Tail: kingdom of cambodia, a nation in southeastern Asia; was part of Indochina under French rule until 1946. Answer with 'Yes' or 'No'.	No
13509528	_derivationally_related_form	865958	"Is the following triple valid? Head: lysis, (biochemistry) dissolution or destruction of cells such as blood cells or bacteria, Relation: derivationally related form, Tail: maledict, wish harm upon; invoke evil upon; ""The bad witch cursed the child"". Answer with 'Yes' or 'No'."	Yes
1840278	_derivationally_related_form	710005	"Is the following triple valid? Head: genus campephilus, a genus of Picidae, Relation: derivationally related form, Tail: organize, plan and direct (a complex undertaking); ""he masterminded the robbery"". Answer with 'Yes' or 'No'."	Yes
12771085	_hypernym	14622893	Is the following triple valid? Head: marblewood, hard marbled wood, Relation: hypernym, Tail: element, any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter. Answer with 'Yes' or 'No'.	No
5983217	_hypernym	548326	Is the following triple valid? Head: final cause, (philosophy) the end or purpose of a thing or process, Relation: hypernym, Tail: playing, the performance of a part or role in a drama. Answer with 'Yes' or 'No'.	Yes
3501288	_hypernym	6115476	"Is the following triple valid? Head: head, a projection out from one end; ""the head of the nail"", ""a pinhead is the head of a pin"", Relation: hypernym, Tail: earth science, any of the sciences that deal with the earth or its parts. Answer with 'Yes' or 'No'."	No
5697976	_derivationally_related_form	13504173	"Is the following triple valid? Head: trust, certainty based on past experience; ""he wrote the paper with considerable reliance on the work of other scientists""; ""he put more trust in his own two legs than in the gun"", Relation: derivationally related form, Tail: loop, (computer science) a single execution of a set of instructions that are to be repeated; ""the solution took hundreds of iterations"". Answer with 'Yes' or 'No'."	No
3473966	_derivationally_related_form	237877	Is the following triple valid? Head: habit, a distinctive attire worn by a member of a religious order, Relation: derivationally related form, Tail: reduce, to remove oxygen from a compound, or cause to react with hydrogen or form a hydride, or to undergo an increase in the number of electrons. Answer with 'Yes' or 'No'.	No
13813765	_derivationally_related_form	4743024	"Is the following triple valid? Head: parentage, the kinship relation of an offspring to the parents, Relation: derivationally related form, Tail: indistinguishability, exact sameness; ""they shared an identity of interests"". Answer with 'Yes' or 'No'."	No
11911274	_member_meronym	286928	"Is the following triple valid? Head: order campanulales, an order of plants of the subclass Asteridae including: Campanulaceae; Lobeliaceae; Cucurbitaceae; Goodeniaceae; Compositae, Relation: member meronym, Tail: touch, color lightly; ""her greying hair was tinged blond""; ""the leaves were tinged red in November"". Answer with 'Yes' or 'No'."	No
10127273	_hypernym	11228039	Is the following triple valid? Head: gentleman, a man of refinement, Relation: hypernym, Tail: sir robert peel, British politician (1788-1850). Answer with 'Yes' or 'No'.	No
2111626	_member_meronym	2472012	Is the following triple valid? Head: spitz, any of various stocky heavy-coated breeds of dogs native to northern regions having pointed muzzles and erect ears with a curled furry tail, Relation: member meronym, Tail: genus homo, type genus of the family Hominidae. Answer with 'Yes' or 'No'.	No
8801546	_instance_hypernym	1285440	"Is the following triple valid? Head: ticino, an Italian-speaking region of southern Switzerland, Relation: instance hypernym, Tail: tie, fasten or secure with a rope, string, or cord; ""They tied their victim to the chair"". Answer with 'Yes' or 'No'."	No
1937222	_derivationally_related_form	3108623	Is the following triple valid? Head: ice skate, move along on ice skates, Relation: derivationally related form, Tail: quechuan, of or relating to the Quechua or their language. Answer with 'Yes' or 'No'.	No
692143	_derivationally_related_form	15160866	"Is the following triple valid? Head: favour, consider as the favorite; ""The local team was favored"", Relation: derivationally related form, Tail: quarter day, a Christian holy day; one of four specified days when certain payments are due. Answer with 'Yes' or 'No'."	Yes
536143	_derivationally_related_form	8424951	"Is the following triple valid? Head: shoal, make shallow; ""The silt shallowed the canal"", Relation: derivationally related form, Tail: market, the customers for a particular product or service; ""before they publish any book they try to determine the size of the market for it"". Answer with 'Yes' or 'No'."	No
8141664	_hypernym	78760	"Is the following triple valid? Head: federal bureau of prisons, the law enforcement agency of the Justice Department that operates a nationwide system of prisons and detention facilities to incarcerate inmates sentenced to imprisonment for federal crimes, Relation: hypernym, Tail: treat, provide treatment for; ""The doctor treated my broken leg""; ""The nurses cared for the bomb victims""; ""The patient must be treated right away or she will die""; ""Treat the infection with antibiotics"". Answer with 'Yes' or 'No'."	No
11872146	_has_part	3340723	Is the following triple valid? Head: rockcress, any of several rock-loving cresses of the genus Arabis, Relation: has part, Tail: viewfinder, optical device that helps a user to find the target of interest. Answer with 'Yes' or 'No'.	No
3176594	_derivationally_related_form	1627355	"Is the following triple valid? Head: deodourant, a toiletry applied to the skin in order to mask unpleasant odors, Relation: derivationally related form, Tail: generate, bring into existence; ""The new manager generated a lot of problems""; ""The computer bug generated chaos in the office""; ""The computer generated this image""; ""The earthquake generated a tsunami"". Answer with 'Yes' or 'No'."	No
369399	_derivationally_related_form	14548913	Is the following triple valid? Head: contracture, an abnormal and usually permanent contraction of a muscle, Relation: derivationally related form, Tail: disability of walking, a disability that interferes with or prevents walking. Answer with 'Yes' or 'No'.	Yes
11944196	_hypernym	69295	"Is the following triple valid? Head: thistle, any of numerous plants of the family Compositae and especially of the genera Carduus and Cirsium and Onopordum having prickly-edged leaves, Relation: hypernym, Tail: secrete, generate and separate from cells or bodily fluids; ""secrete digestive juices""; ""release a hormone into the blood stream"". Answer with 'Yes' or 'No'."	Yes
2020027	_hypernym	2469835	"Is the following triple valid? Head: raid, enter someone else's territory and take spoils; ""The pirates raided the coastal villages regularly"", Relation: hypernym, Tail: unite, act in concert or unite in a common purpose or belief. Answer with 'Yes' or 'No'."	Yes
1988886	_derivationally_related_form	10587378	"Is the following triple valid? Head: slump, fall or sink heavily; ""He slumped onto the couch""; ""My spirits sank"", Relation: derivationally related form, Tail: spiller, an attacker who sheds or spills blood; ""a great hunter and spiller of blood"". Answer with 'Yes' or 'No'."	No
