head,tail,expected_relation,predicted_relation
475647,252430,derivationally related form,derivationally related form
67274,9860940,derivationally related form,similar to
514396,1387786,derivationally related form,derivationally related form
2087156,2077656,hypernym,verb group
518653,313987,hypernym,similar to
369138,2028994,derivationally related form,similar to
7443010,1521124,derivationally related form,derivationally related form
2329883,4322026,derivationally related form,derivationally related form
7269916,6806469,hypernym,Hyponym
768353,766234,hypernym,hyponym
11746776,12486732,member meronym,member of
6295235,3825080,member of domain usage,no relation
1798100,1770501,hypernym,similar to
1471682,5563034,has part,hypernym
1505254,2098458,verb group,similar to
1409065,1387617,hypernym,member of domain region
1835496,1992503,also see,Similar to
14476205,14475405,hypernym,member of domain usage
1421622,1296462,hypernym,verb group
2046755,343249,derivationally related form,verb group
1400856,1400044,hypernym,member of domain usage
931847,1644746,derivationally related form,synset
8860123,504844,member of domain region,member of domain region
667424,666886,hypernym,synset
7184735,774056,derivationally related form,synset
783042,782527,hypernym,similar to
2120140,14361664,derivationally related form,derivationally related form
2072673,1992503,hypernym,similar to
8720481,9341673,has part,has part
4695176,286605,derivationally related form,derivationally related form
10207514,10305802,hypernym,hypernym
339085,358089,derivationally related form,derivationally related form
4643221,4623612,hypernym,hypernym
2646757,13253751,derivationally related form,synset
1543998,1543123,verb group,verb group
3258730,3121897,hypernym,synset
8775597,8574314,instance hypernym,instance hypernym
6213688,9755398,derivationally related form,similar to
1292534,1354673,hypernym,verb group
1521367,10016954,derivationally related form,derivationally related form
11864602,11866078,member meronym,hypernym
13096317,13095685,hypernym,hypernym
8774073,8524735,instance hypernym,instance hypernym
2156532,5559908,hypernym,Hypernym
11804082,11804604,member meronym,instance hypernym
1896478,921014,also see,similar to
12339319,11567411,hypernym,hypernym
7939159,31264,hypernym,hypernym
7270179,508032,derivationally related form,derivationally related form
3002351,13523661,derivationally related form,derivationally related form
12283981,12285512,member meronym,instance hypernym
1342124,3829563,derivationally related form,hypernym
852685,851933,hypernym,verb group
5902545,5898568,hypernym,Synset
1821727,1821869,member meronym,instance hypernym
13659419,13659162,has part,hypernym
4633197,4632157,hypernym,Similar to
7498854,7497473,hypernym,Similar to
10728998,2530167,derivationally related form,derivationally related form
606370,1658762,derivationally related form,synset
5967191,5943300,hypernym,hypernym
6845599,4011409,member of domain usage,instance hypernym
139919,469651,synset domain topic of,Member of domain usage
8731606,8716738,has part,has part
7233996,865958,derivationally related form,derivationally related form
9615807,710005,derivationally related form,derivationally related form
14636523,14622893,hypernym,instance hypernym
5983217,5982152,hypernym,synset
6122178,6115476,hypernym,Hypernym
5697976,688377,derivationally related form,synset
14780267,237877,derivationally related form,derivationally related form
618451,4743024,derivationally related form,derivationally related form
11911274,12167749,member meronym,instance hypernym
10127273,10287213,hypernym,hypernym
2471467,2472012,member meronym,hypernym
8801546,9032191,instance hypernym,instance hypernym
6917083,3108623,derivationally related form,derivationally related form
692143,7500414,derivationally related form,derivationally related form
2298160,8424951,derivationally related form,derivationally related form
80169,78760,hypernym,hypernym
2942699,3340723,has part,has part
1867295,1627355,derivationally related form,derivationally related form
369399,1387786,derivationally related form,hypernym
11944196,13085113,hypernym,hypernym
2470175,2469835,hypernym,similar to
1542207,10587378,derivationally related form,derivationally related form
734927,15159583,derivationally related form,synset
8821578,8821187,has part,has part
7208708,7208338,hypernym,similar to
2873623,2944826,hypernym,member meronym
2299924,2298632,hypernym,Similar to
1021794,903559,synset domain topic of,hypernym
313987,126264,hypernym,derivationally related form
14724025,14723079,hypernym,Similar to
7221094,6598915,hypernym,hypernym
8617963,8664443,hypernym,hypernym
8414807,625963,derivationally related form,derivationally related form
2397529,2394477,hypernym,instance hypernym
9634494,7846,hypernym,member of domain region
9877587,2326355,derivationally related form,derivationally related form
9679708,9678009,hypernym,Hyponym
845178,13440063,hypernym,instance hypernym
12423565,12465796,member meronym,member of
11719468,11735822,member meronym,member of
1190277,9782167,derivationally related form,derivationally related form
5461179,5238282,has part,synset
5794403,5793000,hypernym,hypernym
7916970,7885223,hypernym,hypernym
12358293,7822323,has part,instance hypernym
1024190,6763681,derivationally related form,derivationally related form
7350401,1892608,derivationally related form,similar to
6888345,2139883,derivationally related form,derivationally related form
4760296,4761517,hypernym,similar to
2535909,2536456,member meronym,instance hypernym
417001,3118539,derivationally related form,derivationally related form
808191,808614,similar to,similar to
7032753,7071942,synset domain topic of,instance hypernym
4038109,4037625,hypernym,synset
1232298,7538395,derivationally related form,similar to
2371811,2367363,hypernym,similar to
2642610,2641957,hypernym,synset
7526505,7526338,hypernym,synset
356199,351638,hypernym,synset
8912703,8524735,instance hypernym,instance hypernym.
229026,14836960,derivationally related form,derivationally related form
2503803,2501738,hypernym,verb group
15124545,15124713,has part,has part
73343,13473097,derivationally related form,derivationally related form
1292928,956485,instance hypernym,instance hypernym
13617308,922327,synset domain topic of,member of domain usage
1551871,937656,derivationally related form,verb group
264776,251809,also see,similar to
8704822,8705251,has part,has part
667747,10510546,derivationally related form,derivationally related form
7275489,7274425,hypernym,similar to
12633386,12633638,member meronym,instance hypernym
2916350,4008634,hypernym,instance hypernym
2575766,2576223,member meronym,hypernym
4636610,4636397,hypernym,similar to
914421,1837744,also see,similar to
390735,1700326,derivationally related form,member of domain usage
12200315,12200504,member meronym,instance hypernym
4072193,299341,derivationally related form,derivationally related form
11727976,11571907,hypernym,instance hypernym
5554405,5554189,hypernym,hypernym
12056217,12041446,hypernym,hyponym
661091,10707233,derivationally related form,derivationally related form
14526182,2134350,derivationally related form,Similar to
10014939,2443049,derivationally related form,hypernym
10617193,10642151,hypernym,Hypernym
2052675,15287830,derivationally related form,derivationally related form
8438533,8439476,member meronym,member meronym
572186,126264,hypernym,derivationally related form
2568884,10626194,derivationally related form,derivationally related form
543410,13464820,derivationally related form,similar to
4076846,3129123,hypernym,hypernym
1702154,9784564,derivationally related form,derivationally related form
5623181,306314,derivationally related form,synset
3484083,3485997,has part,has part
1679669,7672421,derivationally related form,derivationally related form
8188449,9920901,member meronym,Hypernym
4955160,1245637,derivationally related form,derivationally related form
13439390,13526110,hypernym,hypernym
2120692,2128120,member meronym,hypernym
2453321,2452885,hypernym,Similar to
559102,10056103,derivationally related form,similar to
19613,13809207,hypernym,member of domain usage
8230219,8227214,hypernym,hypernym
6778925,6778102,hypernym,hyponym
7400361,2188587,derivationally related form,derivationally related form
9223725,9257949,hypernym,similar to
3592245,3111690,hypernym,hypernym
1560984,7313814,derivationally related form,derivationally related form
4568298,3178782,hypernym,hypernym
3566329,3700963,hypernym,instance hypernym
8945821,8698379,instance hypernym,Instance hypernym
8879388,8524735,instance hypernym,hypernym
81671,262792,also see,similar to
793271,8479615,derivationally related form,instance hypernym
13384164,13281275,hypernym,instance hypernym
1944466,1974062,hypernym,synset
7289588,925490,derivationally related form,derivationally related form
853195,7215568,derivationally related form,derivationally related form
4425262,3713736,hypernym,instance hypernym
6877742,34758,derivationally related form,Similar to
582145,4631700,derivationally related form,derivationally related form
14526764,2363358,derivationally related form,derivationally related form
947857,634586,derivationally related form,verb group
687295,9779124,derivationally related form,derivationally related form
1424607,1425076,member meronym,hypernym
849788,6780069,derivationally related form,derivationally related form
4475,4258,hypernym,hypernym
1380122,367976,derivationally related form,derivationally related form
10466198,901103,derivationally related form,hypernym
565279,109660,hypernym,Hypernym
11743772,11743294,hypernym,instance hypernym
7154330,2937108,derivationally related form,derivationally related form
2566528,9633969,derivationally related form,similar to
277811,216216,derivationally related form,derivationally related form
346991,1754421,also see,similar to
3051540,52374,derivationally related form,derivationally related form
1530431,5582859,derivationally related form,Synset.
8208016,8008335,hypernym,hypernym
5159495,5159225,hypernym,synset
1672168,4568713,derivationally related form,derivationally related form.
10175725,9977660,hypernym,instance hypernym
3040974,1392380,derivationally related form,derivationally related form
1193099,759186,derivationally related form,instance hypernym
3070193,2670382,hypernym,instance hypernym
7411350,2033295,derivationally related form,similar to
12647560,12647376,hypernym,similar to
2942699,4211528,has part,has part
1424456,5553486,derivationally related form,member of domain usage
76072,2527651,derivationally related form,similar to
7243837,1032368,synset domain topic of,part of
1534609,278221,derivationally related form,derivationally related form
9020299,8524735,instance hypernym,instance hypernym
4952570,4952242,hypernym,hypernym
3579355,1675963,derivationally related form,synset
1628885,1631035,member meronym,instance hypernym
389238,5001867,derivationally related form,derivationally related form
2409941,6520944,derivationally related form,instance hypernym
705580,661091,hypernym,hypernym
80705,612160,synset domain topic of,derivationally related form
10551265,15259284,synset domain topic of,member of domain usage
2025550,827782,derivationally related form,derivationally related form
10362003,7846,hypernym,synset
2570267,2514187,hypernym,similar to
1292727,9334396,derivationally related form,synset
7105475,36580,member of domain usage,instance hypernym
751887,8190292,derivationally related form,derivationally related form
11867525,11896904,member meronym,hypernym
6155075,6153846,hypernym,hypernym
464962,1430847,also see,synset
9089923,8524735,instance hypernym,instance hypernym
511817,2418421,derivationally related form,synset
2140033,522145,derivationally related form,derivationally related form
334935,1499265,derivationally related form,derivationally related form
11511765,835903,derivationally related form,similar to
2395406,2395694,derivationally related form,has part
935940,1643464,derivationally related form,derivationally related form
1225562,11551,derivationally related form,derivationally related form
12163824,7755411,has part,synset
4894204,4894037,hypernym,similar to
10037922,10515194,hypernym,Hyponym
3639497,4402057,hypernym,Hypernym
1483779,1463963,hypernym,verb group
15146004,15290337,hypernym,hypernym
2795169,3533972,has part,has part
2987047,3574816,hypernym,hypernym
2418686,2419073,hypernym,synset
2119874,14180327,derivationally related form,Similar to
7286368,7286014,hypernym,Similar to
2950154,7115914,derivationally related form,hypernym
9184136,9183693,hypernym,Synset
1639714,1631534,hypernym,hypernym
1558765,1557185,hypernym,Instance hypernym
7388987,1247804,derivationally related form,derivationally related form
7027180,7020895,hypernym,hypernym
9426788,9313716,has part,Synset
6236802,5946687,hypernym,hyponym
1522276,7441619,derivationally related form,similar to
