head	relation	tail	prompt	prediction
2620033	/music/instrument/instrumentalists	/m/01mr2g6	Is the following triple valid? Head: 2620033, Relation: music instrument instrumentalists, Tail: Greg Graffin. Answer with 'Yes' or 'No'.	No
3534890	/government/legislative_session/members./government/government_position_held/district_represented	/m/05tbn	Is the following triple valid? Head: 3534890, Relation: government legislative session members. government government position held district represented, Tail: Pennsylvania. Answer with 'Yes' or 'No'.	Yes
7986381	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj	Is the following triple valid? Head: 7986381, Relation: people person spouse s. people marriage type of union, Tail: Marriage. Answer with 'Yes' or 'No'.	No
/m/02g3v6	/award/award_category/nominees./award/award_nomination/nominated_for	9456369	Is the following triple valid? Head: Saturn Award for Best Costume, Relation: award award category nominees. award award nomination nominated for, Tail: 9456369. Answer with 'Yes' or 'No'.	No
8502797	/user/jg/default_domain/olympic_games/sports	/m/06f41	Is the following triple valid? Head: 8502797, Relation: user jg default domain olympic games sports, Tail: Rowing. Answer with 'Yes' or 'No'.	No
/m/029sk	/medicine/disease/notable_people_with_this_condition	2949511	Is the following triple valid? Head: Dyslexia, Relation: medicine disease notable people with this condition, Tail: 2949511. Answer with 'Yes' or 'No'.	No
10512562	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj	Is the following triple valid? Head: 10512562, Relation: people person spouse s. people marriage type of union, Tail: Marriage. Answer with 'Yes' or 'No'.	No
11306008	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/05v8c	Is the following triple valid? Head: 11306008, Relation: film film release date s. film film regional release date film release region, Tail: Philippines. Answer with 'Yes' or 'No'.	No
/m/0272_vz	/film/film/language	2620213	Is the following triple valid? Head: Mamma Mia!, Relation: film film language, Tail: 2620213. Answer with 'Yes' or 'No'.	No
/m/0b_6mr	/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team	5972585	Is the following triple valid? Head: 1985 NCAA Men's Division I Basketball Tournament, Relation: base marchmadness ncaa basketball tournament seeds. base marchmadness ncaa tournament seed team, Tail: 5972585. Answer with 'Yes' or 'No'.	No
6314808	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/033smt	Is the following triple valid? Head: 6314808, Relation: film film other crew. film film crew gig film crew role, Tail: Technical Director. Answer with 'Yes' or 'No'.	No
12033139	/people/person/profession	/m/02hrh1q	Is the following triple valid? Head: 12033139, Relation: people person profession, Tail: Actor-GB. Answer with 'Yes' or 'No'.	No
/m/0ds6bmk	/film/film/release_date_s./film/film_regional_release_date/film_release_region	8719892	Is the following triple valid? Head: Tyrannosaur, Relation: film film release date s. film film regional release date film release region, Tail: 8719892. Answer with 'Yes' or 'No'.	No
/m/016k62	/people/person/nationality	1457954	Is the following triple valid? Head: Itzhak Perlman, Relation: people person nationality, Tail: 1457954. Answer with 'Yes' or 'No'.	No
11742878	/film/film/music	/m/08c9b0	Is the following triple valid? Head: 11742878, Relation: film film music, Tail: Patrick Doyle. Answer with 'Yes' or 'No'.	No
2474110	/people/person/gender	/m/02zsn	Is the following triple valid? Head: 2474110, Relation: people person gender, Tail: Female. Answer with 'Yes' or 'No'.	No
/m/07xzm	/music/instrument/instrumentalists	7973487	Is the following triple valid? Head: Ukulele, Relation: music instrument instrumentalists, Tail: 7973487. Answer with 'Yes' or 'No'.	No
3111690	/location/location/partially_contains	/m/059j2	Is the following triple valid? Head: 3111690, Relation: location location partially contains, Tail: Netherlands. Answer with 'Yes' or 'No'.	No
2273326	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02rh1dz	Is the following triple valid? Head: 2273326, Relation: film film other crew. film film crew gig film crew role, Tail: Visual Effects Art Director. Answer with 'Yes' or 'No'.	No
14724645	/people/person/profession	/m/03gjzk	Is the following triple valid? Head: 14724645, Relation: people person profession, Tail: Television producer-GB. Answer with 'Yes' or 'No'.	Yes
/m/03k545	/people/person/places_lived./people/place_lived/location	8719892	Is the following triple valid? Head: Emily Mortimer, Relation: people person places lived. people place lived location, Tail: 8719892. Answer with 'Yes' or 'No'.	No
10579835	/film/film/genre	/m/07s9rl0	Is the following triple valid? Head: 10579835, Relation: film film genre, Tail: Drama. Answer with 'Yes' or 'No'.	No
/m/01vv6xv	/common/topic/webpage./common/webpage/category	533671	Is the following triple valid? Head: Axl Rose, Relation: common topic webpage. common webpage category, Tail: 533671. Answer with 'Yes' or 'No'.	No
/m/05x_5	/education/educational_institution/students_graduates./education/education/major_field_of_study	1397114	Is the following triple valid? Head: Purdue University, Relation: education educational institution students graduates. education education major field of study, Tail: 1397114. Answer with 'Yes' or 'No'.	No
/m/02r_pp	/film/film/film_art_direction_by	5617107	Is the following triple valid? Head: The Trouble with Harry, Relation: film film film art direction by, Tail: 5617107. Answer with 'Yes' or 'No'.	No
/m/0gvrws1	/film/film/release_date_s./film/film_regional_release_date/film_release_region	1822300	Is the following triple valid? Head: Total Recall, Relation: film film release date s. film film regional release date film release region, Tail: 1822300. Answer with 'Yes' or 'No'.	No
1096245	/award/award_category/winners./award/award_honor/award_winner	/m/01vrt_c	Is the following triple valid? Head: 1096245, Relation: award award category winners. award award honor award winner, Tail: P!nk. Answer with 'Yes' or 'No'.	No
2380251	/people/person/profession	/m/016z4k	Is the following triple valid? Head: 2380251, Relation: people person profession, Tail: Singer-songwriter-GB. Answer with 'Yes' or 'No'.	No
7620485	/people/person/languages	/m/02h40lc	Is the following triple valid? Head: 7620485, Relation: people person languages, Tail: English Language. Answer with 'Yes' or 'No'.	No
/m/027m67	/film/film/language	8032594	Is the following triple valid? Head: Days of Being Wild, Relation: film film language, Tail: 8032594. Answer with 'Yes' or 'No'.	No
/m/03q0r1	/film/film/release_date_s./film/film_regional_release_date/film_release_region	7961480	Is the following triple valid? Head: Cars, Relation: film film release date s. film film regional release date film release region, Tail: 7961480. Answer with 'Yes' or 'No'.	No
530442	/broadcast/content/artist	/m/01vvycq	Is the following triple valid? Head: 530442, Relation: broadcast content artist, Tail: Prince. Answer with 'Yes' or 'No'.	No
/m/07147	/sports/sports_team/colors	4050066	Is the following triple valid? Head: San Diego Padres, Relation: sports sports team colors, Tail: 4050066. Answer with 'Yes' or 'No'.	No
3199775	/film/film/genre	/m/02kdv5l	Is the following triple valid? Head: 3199775, Relation: film film genre, Tail: Action Film. Answer with 'Yes' or 'No'.	No
9158501	/music/instrument/instrumentalists	/m/028qdb	Is the following triple valid? Head: 9158501, Relation: music instrument instrumentalists, Tail: Roy Bittan. Answer with 'Yes' or 'No'.	Yes
876332	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0jqd3	Is the following triple valid? Head: 876332, Relation: award award category nominees. award award nomination nominated for, Tail: North by Northwest. Answer with 'Yes' or 'No'.	No
13426238	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics	/m/0nbjq	Is the following triple valid? Head: 13426238, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation olympics, Tail: 1924 Summer Olympics. Answer with 'Yes' or 'No'.	No
/m/01sgl	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	2225204	Is the following triple valid? Head: Cycling, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation country, Tail: 2225204. Answer with 'Yes' or 'No'.	No
14911530	/people/person/profession	/m/01c72t	Is the following triple valid? Head: 14911530, Relation: people person profession, Tail: Composer. Answer with 'Yes' or 'No'.	No
/m/03rhqg	/music/record_label/artist	3054098	Is the following triple valid? Head: Warner Bros. Records, Relation: music record label artist, Tail: 3054098. Answer with 'Yes' or 'No'.	No
14047547	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64	Is the following triple valid? Head: 14047547, Relation: film film release date s. film film regional release date film release region, Tail: Hong Kong. Answer with 'Yes' or 'No'.	No
8036849	/people/person/profession	/m/01d_h8	Is the following triple valid? Head: 8036849, Relation: people person profession, Tail: Film Producer-GB. Answer with 'Yes' or 'No'.	No
/m/0cbn7c	/film/film/release_date_s./film/film_regional_release_date/film_release_region	1712008	Is the following triple valid? Head: The Maltese Falcon, Relation: film film release date s. film film regional release date film release region, Tail: 1712008. Answer with 'Yes' or 'No'.	No
/m/0gqwc	/award/award_category/nominees./award/award_nomination/nominated_for	4341133	Is the following triple valid? Head: Academy Award for Best Actress, Relation: award award category nominees. award award nomination nominated for, Tail: 4341133. Answer with 'Yes' or 'No'.	No
305153	/music/genre/artists	/m/01v40wd	Is the following triple valid? Head: 305153, Relation: music genre artists, Tail: Nas. Answer with 'Yes' or 'No'.	No
/m/02m501	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	116687	Is the following triple valid? Head: Mickey Rourke, Relation: award award nominee award nominations. award award nomination nominated for, Tail: 116687. Answer with 'Yes' or 'No'.	No
/m/04cppj	/film/film/release_date_s./film/film_regional_release_date/film_release_region	2408217	Is the following triple valid? Head: Road Trip, Relation: film film release date s. film film regional release date film release region, Tail: 2408217. Answer with 'Yes' or 'No'.	No
8779149	/film/film/executive_produced_by	/m/021lby	Is the following triple valid? Head: 8779149, Relation: film film executive produced by, Tail: Richard Donner. Answer with 'Yes' or 'No'.	Yes
/m/0cwx_	/education/university/fraternities_and_sororities	9933098	Is the following triple valid? Head: Carnegie Mellon University, Relation: education university fraternities and sororities, Tail: 9933098. Answer with 'Yes' or 'No'.	No
/m/021b_	/film/actor/film./film/performance/film	2245403	Is the following triple valid? Head: Carol Kane, Relation: film actor film. film performance film, Tail: 2245403. Answer with 'Yes' or 'No'.	No
/m/0q8p8	/location/hud_county_place/place	2513460	Is the following triple valid? Head: Auburn, Relation: location hud county place place, Tail: 2513460. Answer with 'Yes' or 'No'.	No
2616572	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03h64	Is the following triple valid? Head: 2616572, Relation: film film release date s. film film regional release date film release region, Tail: Hong Kong. Answer with 'Yes' or 'No'.	No
/m/0bkj86	/education/educational_degree/people_with_this_degree./education/education/institution	7519040	Is the following triple valid? Head: Master of Arts, Relation: education educational degree people with this degree. education education institution, Tail: 7519040. Answer with 'Yes' or 'No'.	No
/m/0fb0v	/music/record_label/artist	66977	Is the following triple valid? Head: Geffen Records, Relation: music record label artist, Tail: 66977. Answer with 'Yes' or 'No'.	No
10770767	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/03spz	Is the following triple valid? Head: 10770767, Relation: film film release date s. film film regional release date film release region, Tail: Israel. Answer with 'Yes' or 'No'.	No
/m/0b2qtl	/film/film/genre	531201	Is the following triple valid? Head: War and Peace, Relation: film film genre, Tail: 531201. Answer with 'Yes' or 'No'.	No
/m/02ylg6	/film/film/release_date_s./film/film_regional_release_date/film_release_region	12899752	Is the following triple valid? Head: Punch-Drunk Love, Relation: film film release date s. film film regional release date film release region, Tail: 12899752. Answer with 'Yes' or 'No'.	No
/m/07m69t	/people/person/gender	2831736	Is the following triple valid? Head: Boaz Myhill, Relation: people person gender, Tail: 2831736. Answer with 'Yes' or 'No'.	No
4821084	/film/film/genre	/m/03bxz7	Is the following triple valid? Head: 4821084, Relation: film film genre, Tail: Biographical film. Answer with 'Yes' or 'No'.	No
/m/0cnztc4	/film/film/release_date_s./film/film_regional_release_date/film_release_region	5248553	Is the following triple valid? Head: The Devil's Double, Relation: film film release date s. film film regional release date film release region, Tail: 5248553. Answer with 'Yes' or 'No'.	No
/m/0b_6qj	/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team	2030424	Is the following triple valid? Head: 1989 NCAA Men's Division I Basketball Tournament, Relation: base marchmadness ncaa basketball tournament seeds. base marchmadness ncaa tournament seed team, Tail: 2030424. Answer with 'Yes' or 'No'.	No
14618834	/award/award_nominee/award_nominations./award/award_nomination/award	/m/09sb52	Is the following triple valid? Head: 14618834, Relation: award award nominee award nominations. award award nomination award, Tail: Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture. Answer with 'Yes' or 'No'.	No
/m/0hmm7	/film/film/film_format	12269652	Is the following triple valid? Head: The Conversation, Relation: film film film format, Tail: 12269652. Answer with 'Yes' or 'No'.	No
3155334	/film/film/cinematography	/m/03cx282	Is the following triple valid? Head: 3155334, Relation: film film cinematography, Tail: Philippe Rousselot. Answer with 'Yes' or 'No'.	Yes
1556514	/award/award_category/winners./award/award_honor/ceremony	/m/073hmq	Is the following triple valid? Head: 1556514, Relation: award award category winners. award award honor ceremony, Tail: 60th Academy Awards. Answer with 'Yes' or 'No'.	No
/m/07j87	/food/food/nutrients./food/nutrition_fact/nutrient	8508449	Is the following triple valid? Head: Tomato, Relation: food food nutrients. food nutrition fact nutrient, Tail: 8508449. Answer with 'Yes' or 'No'.	No
/m/0bv8h2	/film/film/other_crew./film/film_crew_gig/film_crew_role	5565937	Is the following triple valid? Head: Bicentennial Man, Relation: film film other crew. film film crew gig film crew role, Tail: 5565937. Answer with 'Yes' or 'No'.	No
807273	/award/award_category/winners./award/award_honor/award_winner	/m/019l68	Is the following triple valid? Head: 807273, Relation: award award category winners. award award honor award winner, Tail: Shelley Winters. Answer with 'Yes' or 'No'.	No
/m/01243b	/music/genre/artists	1835087	Is the following triple valid? Head: Indie rock, Relation: music genre artists, Tail: 1835087. Answer with 'Yes' or 'No'.	No
8344301	/music/genre/artists	/m/02ndj5	Is the following triple valid? Head: 8344301, Relation: music genre artists, Tail: The Mars Volta. Answer with 'Yes' or 'No'.	Yes
/m/01243b	/music/genre/artists	3492542	Is the following triple valid? Head: Indie rock, Relation: music genre artists, Tail: 3492542. Answer with 'Yes' or 'No'.	No
9959258	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/m/09c7w0	Is the following triple valid? Head: 9959258, Relation: base schemastaging organization extra phone number. base schemastaging phone sandbox service location, Tail: United States of America. Answer with 'Yes' or 'No'.	No
/m/01s73z	/business/business_operation/industry	6467007	Is the following triple valid? Head: Comcast, Relation: business business operation industry, Tail: 6467007. Answer with 'Yes' or 'No'.	No
/m/01sg4_	/common/topic/webpage./common/webpage/category	13495636	Is the following triple valid? Head: Kandy, Relation: common topic webpage. common webpage category, Tail: 13495636. Answer with 'Yes' or 'No'.	No
2276078	/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source	/m/0jbk9	Is the following triple valid? Head: 2276078, Relation: location hud foreclosure area estimated number of mortgages. measurement unit dated integer source, Tail: United States Department of Housing and Urban Development. Answer with 'Yes' or 'No'.	No
4081044	/common/topic/webpage./common/webpage/category	/m/08mbj5d	Is the following triple valid? Head: 4081044, Relation: common topic webpage. common webpage category, Tail: Official Website. Answer with 'Yes' or 'No'.	No
/m/0275n3y	/award/award_ceremony/awards_presented./award/award_honor/award_winner	7313636	Is the following triple valid? Head: 11th Satellite Awards, Relation: award award ceremony awards presented. award award honor award winner, Tail: 7313636. Answer with 'Yes' or 'No'.	No
2416751	/award/award_ceremony/awards_presented./award/award_honor/award_winner	/m/0hvb2	Is the following triple valid? Head: 2416751, Relation: award award ceremony awards presented. award award honor award winner, Tail: Martin Sheen. Answer with 'Yes' or 'No'.	No
/m/02hsq3m	/award/award_category/nominees./award/award_nomination/nominated_for	1824339	Is the following triple valid? Head: BAFTA Award for Best Special Visual Effects, Relation: award award category nominees. award award nomination nominated for, Tail: 1824339. Answer with 'Yes' or 'No'.	No
4892344	/film/film/music	/m/0fpjyd	Is the following triple valid? Head: 4892344, Relation: film film music, Tail: Christopher Young. Answer with 'Yes' or 'No'.	No
7185325	/organization/role/leaders./organization/leadership/organization	/m/04f0xq	Is the following triple valid? Head: 7185325, Relation: organization role leaders. organization leadership organization, Tail: Merck & Co.. Answer with 'Yes' or 'No'.	Yes
/m/0dq_5	/organization/role/leaders./organization/leadership/organization	2240517	Is the following triple valid? Head: Managing Director-GB, Relation: organization role leaders. organization leadership organization, Tail: 2240517. Answer with 'Yes' or 'No'.	No
/m/0dq_5	/organization/role/leaders./organization/leadership/organization	1921559	Is the following triple valid? Head: Managing Director-GB, Relation: organization role leaders. organization leadership organization, Tail: 1921559. Answer with 'Yes' or 'No'.	No
/m/071t0	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	2028175	Is the following triple valid? Head: Shooting sport, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation country, Tail: 2028175. Answer with 'Yes' or 'No'.	No
2356230	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/07ww5	Is the following triple valid? Head: 2356230, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation country, Tail: United States Virgin Islands. Answer with 'Yes' or 'No'.	No
/m/02bn_p	/government/legislative_session/members./government/government_position_held/district_represented	11975482	Is the following triple valid? Head: 106th United States Congress, Relation: government legislative session members. government government position held district represented, Tail: 11975482. Answer with 'Yes' or 'No'.	No
/m/09gkx35	/film/film/language	3658373	Is the following triple valid? Head: The Guard, Relation: film film language, Tail: 3658373. Answer with 'Yes' or 'No'.	No
12467811	/education/educational_degree/people_with_this_degree./education/education/institution	/m/013719	Is the following triple valid? Head: 12467811, Relation: education educational degree people with this degree. education education institution, Tail: Monash University. Answer with 'Yes' or 'No'.	No
/m/08hsww	/film/actor/film./film/performance/film	3113657	Is the following triple valid? Head: B. J. Novak, Relation: film actor film. film performance film, Tail: 3113657. Answer with 'Yes' or 'No'.	No
292386	/film/film/other_crew./film/film_crew_gig/film_crew_role	/m/02ynfr	Is the following triple valid? Head: 292386, Relation: film film other crew. film film crew gig film crew role, Tail: Art Director. Answer with 'Yes' or 'No'.	Yes
/m/04q827	/film/film/film_production_design_by	12727960	Is the following triple valid? Head: Million Dollar Baby, Relation: film film film production design by, Tail: 12727960. Answer with 'Yes' or 'No'.	No
7248801	/people/person/profession	/m/02hrh1q	Is the following triple valid? Head: 7248801, Relation: people person profession, Tail: Actor-GB. Answer with 'Yes' or 'No'.	No
/m/030znt	/film/actor/film./film/performance/film	1179707	Is the following triple valid? Head: Alfre Woodard, Relation: film actor film. film performance film, Tail: 1179707. Answer with 'Yes' or 'No'.	No
2259005	/people/person/spouse_s./people/marriage/type_of_union	/m/04ztj	Is the following triple valid? Head: 2259005, Relation: people person spouse s. people marriage type of union, Tail: Marriage. Answer with 'Yes' or 'No'.	No
1202904	/medicine/symptom/symptom_of	/m/09jg8	Is the following triple valid? Head: 1202904, Relation: medicine symptom symptom of, Tail: Hepatitis. Answer with 'Yes' or 'No'.	No
/m/09rsjpv	/film/film/music	11415842	Is the following triple valid? Head: Red Tails, Relation: film film music, Tail: 11415842. Answer with 'Yes' or 'No'.	No
/m/0435vm	/film/film/featured_film_locations	9692430	Is the following triple valid? Head: The Island, Relation: film film featured film locations, Tail: 9692430. Answer with 'Yes' or 'No'.	No
/m/02wb6yq	/people/person/place_of_birth	11928549	Is the following triple valid? Head: Demi Lovato, Relation: people person place of birth, Tail: 11928549. Answer with 'Yes' or 'No'.	No
/m/02wb6yq	/people/person/places_lived./people/place_lived/location	2320621	Is the following triple valid? Head: Demi Lovato, Relation: people person places lived. people place lived location, Tail: 2320621. Answer with 'Yes' or 'No'.	No
11932745	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0jsf6	Is the following triple valid? Head: 11932745, Relation: award award category nominees. award award nomination nominated for, Tail: The Godfather Part II. Answer with 'Yes' or 'No'.	No
7804323	/film/film/featured_film_locations	/m/0345h	Is the following triple valid? Head: 7804323, Relation: film film featured film locations, Tail: Germany. Answer with 'Yes' or 'No'.	No
10367409	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	/m/01nyl	Is the following triple valid? Head: 10367409, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation country, Tail: Central African Republic. Answer with 'Yes' or 'No'.	No
/m/0c9t0y	/film/film/genre	1108053	Is the following triple valid? Head: Psycho, Relation: film film genre, Tail: 1108053. Answer with 'Yes' or 'No'.	No
/m/07rlg	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	5432948	Is the following triple valid? Head: Triathlon, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation country, Tail: 5432948. Answer with 'Yes' or 'No'.	No
/m/01lb14	/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	1036083	Is the following triple valid? Head: Road running, Relation: olympics olympic sport athletes. olympics olympic athlete affiliation country, Tail: 1036083. Answer with 'Yes' or 'No'.	No
1107544	/people/cause_of_death/people	/m/01zlh5	Is the following triple valid? Head: 1107544, Relation: people cause of death people, Tail: Dick Clark. Answer with 'Yes' or 'No'.	No
/m/01dtcb	/music/record_label/artist	6356299	Is the following triple valid? Head: Universal Music Group, Relation: music record label artist, Tail: 6356299. Answer with 'Yes' or 'No'.	No
/m/017180	/film/film/other_crew./film/film_crew_gig/film_crew_role	1963942	Is the following triple valid? Head: Quills, Relation: film film other crew. film film crew gig film crew role, Tail: 1963942. Answer with 'Yes' or 'No'.	Yes
/m/0dd6bf	/film/film/dubbing_performances./film/dubbing_performance/actor	1471954	Is the following triple valid? Head: Bleach: Memories of Nobody, Relation: film film dubbing performances. film dubbing performance actor, Tail: 1471954. Answer with 'Yes' or 'No'.	No
1680836	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/02rzdcp	Is the following triple valid? Head: 1680836, Relation: award award ceremony awards presented. award award honor honored for, Tail: Mad Men. Answer with 'Yes' or 'No'.	No
/m/025m8l	/award/award_category/winners./award/award_honor/ceremony	11601333	Is the following triple valid? Head: Grammy Award for Best Song Written for a Motion Picture, Television or Other Visual Media, Relation: award award category winners. award award honor ceremony, Tail: 11601333. Answer with 'Yes' or 'No'.	No
12649065	/influence/influence_node/influenced_by	/m/014zfs	Is the following triple valid? Head: 12649065, Relation: influence influence node influenced by, Tail: Bill Cosby. Answer with 'Yes' or 'No'.	No
8022259	/film/film_subject/films	/m/0p7qm	Is the following triple valid? Head: 8022259, Relation: film film subject films, Tail: The Sand Pebbles. Answer with 'Yes' or 'No'.	Yes
/m/03d2k	/people/person/spouse_s./people/marriage/type_of_union	5677952	Is the following triple valid? Head: George Benson, Relation: people person spouse s. people marriage type of union, Tail: 5677952. Answer with 'Yes' or 'No'.	No
/m/0f4x7	/award/award_category/nominees./award/award_nomination/nominated_for	2451113	Is the following triple valid? Head: Academy Award for Best Actor, Relation: award award category nominees. award award nomination nominated for, Tail: 2451113. Answer with 'Yes' or 'No'.	No
4511002	/award/award_category/nominees./award/award_nomination/nominated_for	/m/02p86pb	Is the following triple valid? Head: 4511002, Relation: award award category nominees. award award nomination nominated for, Tail: Born on the Fourth of July. Answer with 'Yes' or 'No'.	No
5530429	/award/award_category/nominees./award/award_nomination/nominated_for	/m/09gb_4p	Is the following triple valid? Head: 5530429, Relation: award award category nominees. award award nomination nominated for, Tail: 127 Hours. Answer with 'Yes' or 'No'.	No
/m/0f4x7	/award/award_category/winners./award/award_honor/ceremony	1575577	Is the following triple valid? Head: Academy Award for Best Actor, Relation: award award category winners. award award honor ceremony, Tail: 1575577. Answer with 'Yes' or 'No'.	No
1240979	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/0jmbv	Is the following triple valid? Head: 1240979, Relation: sports pro athlete teams. sports sports team roster team, Tail: Milwaukee Bucks. Answer with 'Yes' or 'No'.	No
/m/0243cq	/film/film/language	5656537	Is the following triple valid? Head: The Nightmare Before Christmas, Relation: film film language, Tail: 5656537. Answer with 'Yes' or 'No'.	No
2115335	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/03yj_0n	Is the following triple valid? Head: 2115335, Relation: award award nominee award nominations. award award nomination award nominee, Tail: Shea Whigham. Answer with 'Yes' or 'No'.	No
11385748	/sports/sports_team_location/teams	/m/019mcm	Is the following triple valid? Head: 11385748, Relation: sports sports team location teams, Tail: Clube de Regatas Vasco da Gama. Answer with 'Yes' or 'No'.	No
/m/034_7s	/government/legislative_session/members./government/government_position_held/district_represented	1572174	Is the following triple valid? Head: 35th Canadian Parliament, Relation: government legislative session members. government government position held district represented, Tail: 1572174. Answer with 'Yes' or 'No'.	No
/m/01mvth	/people/person/nationality	7386920	Is the following triple valid? Head: Jerry Nelson, Relation: people person nationality, Tail: 7386920. Answer with 'Yes' or 'No'.	No
12174926	/education/university/fraternities_and_sororities	/m/0325pb	Is the following triple valid? Head: 12174926, Relation: education university fraternities and sororities, Tail: Alpha Delta Pi. Answer with 'Yes' or 'No'.	No
/m/01twdk	/film/actor/film./film/performance/film	10926066	Is the following triple valid? Head: Jon Favreau, Relation: film actor film. film performance film, Tail: 10926066. Answer with 'Yes' or 'No'.	No
8136260	/award/award_category/nominees./award/award_nomination/nominated_for	/m/04165w	Is the following triple valid? Head: 8136260, Relation: award award category nominees. award award nomination nominated for, Tail: Finding Neverland. Answer with 'Yes' or 'No'.	Yes
582868	/music/instrument/instrumentalists	/m/0137g1	Is the following triple valid? Head: 582868, Relation: music instrument instrumentalists, Tail: Beck Hansen. Answer with 'Yes' or 'No'.	Yes
/m/02hnl	/music/instrument/instrumentalists	5692758	Is the following triple valid? Head: Drums, Relation: music instrument instrumentalists, Tail: 5692758. Answer with 'Yes' or 'No'.	No
783199	/music/performance_role/regular_performances./music/group_membership/group	/m/02mq_y	Is the following triple valid? Head: 783199, Relation: music performance role regular performances. music group membership group, Tail: Nick Cave and the Bad Seeds. Answer with 'Yes' or 'No'.	No
/m/02hnl	/music/performance_role/regular_performances./music/group_membership/group	8215603	Is the following triple valid? Head: Drums, Relation: music performance role regular performances. music group membership group, Tail: 8215603. Answer with 'Yes' or 'No'.	No
/m/07jqjx	/film/film/release_date_s./film/film_regional_release_date/film_release_region	14871601	Is the following triple valid? Head: Oliver Twist, Relation: film film release date s. film film regional release date film release region, Tail: 14871601. Answer with 'Yes' or 'No'.	No
12890009	/award/award_category/winners./award/award_honor/ceremony	/m/07y9ts	Is the following triple valid? Head: 12890009, Relation: award award category winners. award award honor ceremony, Tail: 57th Primetime Emmy Awards. Answer with 'Yes' or 'No'.	No
/m/02lmk	/people/person/spouse_s./people/marriage/type_of_union	9153570	Is the following triple valid? Head: Erwin Rommel, Relation: people person spouse s. people marriage type of union, Tail: 9153570. Answer with 'Yes' or 'No'.	No
692130	/location/country/form_of_government	/m/06cx9	Is the following triple valid? Head: 692130, Relation: location country form of government, Tail: Republic. Answer with 'Yes' or 'No'.	No
/m/0f7hw	/film/film/genre	10179069	Is the following triple valid? Head: Coming to America, Relation: film film genre, Tail: 10179069. Answer with 'Yes' or 'No'.	No
/m/054kmq	/soccer/football_player/current_team./sports/sports_team_roster/team	3510583	Is the following triple valid? Head: Junichi Inamoto, Relation: soccer football player current team. sports sports team roster team, Tail: 3510583. Answer with 'Yes' or 'No'.	No
/m/0lh0c	/people/person/nationality	1439514	Is the following triple valid? Head: Oliver Hardy, Relation: people person nationality, Tail: 1439514. Answer with 'Yes' or 'No'.	No
2019431	/film/film/production_companies	/m/01795t	Is the following triple valid? Head: 2019431, Relation: film film production companies, Tail: Walt Disney Pictures. Answer with 'Yes' or 'No'.	Yes
/m/028tv0	/music/performance_role/regular_performances./music/group_membership/group	10342543	Is the following triple valid? Head: Lead guitar, Relation: music performance role regular performances. music group membership group, Tail: 10342543. Answer with 'Yes' or 'No'.	No
6971872	/music/performance_role/regular_performances./music/group_membership/group	/m/0394y	Is the following triple valid? Head: 6971872, Relation: music performance role regular performances. music group membership group, Tail: Grateful Dead. Answer with 'Yes' or 'No'.	No
1969216	/film/director/film	/m/09g7vfw	Is the following triple valid? Head: 1969216, Relation: film director film, Tail: Dark Shadows. Answer with 'Yes' or 'No'.	No
/m/03ryn	/base/aareas/schema/administrative_area/administrative_parent	1110274	Is the following triple valid? Head: Indonesia, Relation: base aareas schema administrative area administrative parent, Tail: 1110274. Answer with 'Yes' or 'No'.	No
